Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Daniel Grida,ILL,28,14.2,0.3,0.1,0.3,0.389,0.0,0.1,0.347,0.1,0.1,0.625,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2020,SF
Samuel McDaniel,MEL,19,4.1,0.3,0.1,0.3,0.346,0.0,0.1,0.429,0.1,0.1,0.833,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SF
Daniel Dillon,ADE,24,10.7,0.3,0.1,0.2,0.415,0.0,0.0,0.308,0.1,0.1,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2020,SF
Lucas Walker,SYD,24,5.6,0.3,0.1,0.2,0.531,0.0,0.1,0.294,0.0,0.1,0.375,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.2,2020,SF
Reuben Te Rangi,BRI,25,8.7,0.3,0.1,0.3,0.354,0.1,0.2,0.275,0.0,0.1,0.571,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2020,SF
Wani Swaka Lo Buluk,PER,13,7.2,0.3,0.1,0.3,0.345,0.0,0.1,0.0,0.1,0.1,0.625,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2020,SF
Fabijan Krslovic,CRN,30,11.0,0.3,0.1,0.2,0.416,0.0,0.1,0.356,0.0,0.0,0.6,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2020,SF
Tom Vodanovich,NZB,23,7.9,0.2,0.1,0.2,0.438,0.0,0.1,0.318,0.0,0.1,0.667,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.2,2020,SF
Mika Vukona,BRI,27,7.9,0.2,0.1,0.2,0.525,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2020,SF
Luke Travers,PER,4,7.0,0.2,0.1,0.2,0.333,0.0,0.1,0.333,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.0,0.0,0.1,0.1,2020,SF
Jordan Ngatai,NZB,22,9.8,0.1,0.0,0.2,0.273,0.0,0.1,0.269,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SF
Terry Armstrong,SEM,8,2.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,2020,SF
Kian Dennis,BRI,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SF
Cameron Goldfinch,BRI,3,1.9,0.0,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.0,2020,SF
Wani Swaka Lo Buluk,PER,3,1.7,1.0,0.4,0.6,0.667,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2019,SF
Tom Vodanovich,NZB,1,3.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,SF
Venky Jois,MEL,11,2.6,0.7,0.2,0.5,0.5,0.0,0.0,0.0,0.2,0.3,0.5,0.2,0.2,0.3,0.1,0.1,0.0,0.1,0.2,2019,SF
Deng Deng,SYD,19,3.7,0.6,0.2,0.3,0.727,0.0,0.1,0.5,0.1,0.1,0.6,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.2,2019,SF
Majok Deng,ADE,28,12.4,0.6,0.2,0.4,0.49,0.0,0.1,0.405,0.2,0.2,0.76,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.2,2019,SF
Daniel Trist,MEL,12,2.7,0.6,0.2,0.6,0.368,0.1,0.2,0.333,0.1,0.1,0.5,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,2019,SF
Terrico White,PER,30,31.6,0.6,0.2,0.5,0.433,0.1,0.2,0.338,0.1,0.1,0.741,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2019,SF
Finn Delany,NZB,25,14.9,0.5,0.2,0.3,0.581,0.0,0.1,0.389,0.1,0.2,0.695,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2019,SF
Clinton Steindl,PER,34,14.0,0.5,0.2,0.4,0.41,0.1,0.3,0.41,0.1,0.1,0.96,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2019,SF
Todd Blanchfield,ILL,28,27.3,0.5,0.2,0.3,0.48,0.1,0.2,0.409,0.1,0.1,0.8,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
Fabijan Krslovic,CRN,7,4.4,0.5,0.2,0.3,0.7,0.0,0.1,0.5,0.0,0.1,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,2019,SF
Patrick Richard,NZB,26,22.4,0.5,0.2,0.4,0.426,0.1,0.3,0.376,0.1,0.1,0.857,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
Reuben Te Rangi,BRI,30,21.7,0.5,0.2,0.4,0.447,0.1,0.2,0.452,0.0,0.1,0.659,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2019,SF
D.J. Newbill,CRN,27,32.0,0.5,0.2,0.4,0.415,0.1,0.2,0.328,0.1,0.1,0.61,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2019,SF
Cameron Gliddon,BRI,29,30.5,0.5,0.1,0.3,0.433,0.1,0.2,0.393,0.1,0.1,0.914,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2019,SF
Brad Newley,SYD,30,25.1,0.4,0.2,0.4,0.455,0.0,0.1,0.303,0.1,0.1,0.693,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
D.J. Kennedy,MEL,31,29.5,0.4,0.2,0.3,0.44,0.0,0.1,0.438,0.1,0.1,0.827,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,2019,SF
Demetrius Conger,ADE,19,25.5,0.4,0.2,0.3,0.482,0.0,0.1,0.327,0.1,0.1,0.662,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2019,SF
Brian Bowen II,SYD,30,15.4,0.4,0.1,0.3,0.451,0.0,0.1,0.342,0.1,0.1,0.762,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2019,SF
Jesse Wagstaff,PER,34,14.5,0.4,0.1,0.3,0.383,0.1,0.2,0.304,0.1,0.1,0.815,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2019,SF
Mika Vukona,BRI,28,17.2,0.4,0.2,0.3,0.588,0.0,0.0,0.0,0.1,0.1,0.66,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.2,2019,SF
Daniel Grida,ILL,28,12.9,0.4,0.1,0.3,0.434,0.1,0.2,0.394,0.0,0.0,0.667,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2019,SF
Kuany Ngor Kuany,CRN,21,5.8,0.4,0.1,0.3,0.436,0.0,0.1,0.091,0.1,0.1,0.75,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,2019,SF
Jack McVeigh,ADE,20,8.3,0.4,0.1,0.4,0.375,0.0,0.1,0.263,0.1,0.1,0.882,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
Anthony Drmic,ADE,28,22.7,0.4,0.1,0.3,0.42,0.1,0.1,0.36,0.0,0.1,0.75,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
Craig Moller,MEL,34,11.7,0.3,0.1,0.3,0.413,0.0,0.1,0.294,0.0,0.1,0.68,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
Thomas Abercrombie,NZB,28,25.1,0.3,0.1,0.3,0.426,0.0,0.1,0.36,0.1,0.1,0.833,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2019,SF
Majok Majok,NZB,19,6.6,0.3,0.1,0.2,0.615,0.0,0.0,0.0,0.1,0.1,0.538,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2019,SF
Alonzo Gee,BRI,4,25.4,0.3,0.1,0.4,0.316,0.0,0.1,0.5,0.0,0.0,0.8,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2019,SF
Jordan Ngatai,NZB,14,4.0,0.3,0.1,0.2,0.385,0.0,0.1,0.25,0.1,0.1,0.833,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,2019,SF
Sunday Dech,PER,11,7.1,0.2,0.1,0.3,0.25,0.0,0.1,0.2,0.1,0.1,0.857,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2019,SF
Samuel McDaniel,MEL,12,2.0,0.1,0.0,0.3,0.167,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.1,0.1,2019,SF
Dom Kelman-Poto,NZB,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2019,SF
Christian Jurlina,CRN,3,1.3,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,SF
Kruz Perrott-Hunt,NZB,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,2019,SF
Michael Carrera,CRN,5,18.3,0.8,0.3,0.7,0.439,0.1,0.2,0.385,0.2,0.3,0.727,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.2,2018,SF
Demetrius Conger,ILL,27,30.0,0.6,0.2,0.4,0.514,0.1,0.1,0.393,0.1,0.2,0.796,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2018,SF
Casey Prather,MEL,23,28.7,0.6,0.2,0.5,0.457,0.0,0.1,0.379,0.1,0.1,0.815,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2018,SF
J.P. Tokoto,PER,30,28.2,0.6,0.2,0.4,0.464,0.0,0.0,0.256,0.1,0.2,0.719,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,2018,SF
Perrin Buford,BRI,22,31.6,0.5,0.2,0.4,0.504,0.0,0.1,0.41,0.1,0.1,0.706,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2018,SF
Mitchell Creek,ADE,31,28.7,0.5,0.2,0.3,0.611,0.0,0.0,0.333,0.1,0.2,0.773,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2018,SF
Josh Childress,ADE,27,26.4,0.4,0.2,0.3,0.543,0.0,0.1,0.286,0.1,0.1,0.758,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2018,SF
Tim Coenraad,ILL,28,15.5,0.4,0.2,0.3,0.468,0.1,0.2,0.427,0.0,0.1,0.739,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2018,SF
Cameron Gliddon,CRN,28,30.8,0.4,0.1,0.3,0.423,0.1,0.2,0.432,0.1,0.1,0.98,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2018,SF
Brad Newley,SYD,27,28.4,0.4,0.1,0.3,0.432,0.1,0.1,0.355,0.1,0.1,0.675,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2018,SF
Carrick Felix,MEL,10,20.9,0.4,0.2,0.3,0.457,0.0,0.1,0.333,0.1,0.1,0.56,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.2,2018,SF
Anthony Drmic,ADE,28,15.4,0.4,0.1,0.3,0.455,0.1,0.2,0.349,0.0,0.1,0.59,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2018,SF
Mitchell Newton,NZB,2,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2018,SF
Reuben Te Rangi,BRI,26,20.6,0.4,0.1,0.3,0.446,0.0,0.1,0.365,0.1,0.1,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2018,SF
Jordan Ngatai,NZB,17,8.0,0.4,0.1,0.2,0.531,0.1,0.1,0.556,0.0,0.1,0.571,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2018,SF
Todd Blanchfield,SYD,25,26.0,0.4,0.1,0.3,0.408,0.1,0.2,0.333,0.0,0.0,0.833,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2018,SF
Finn Delany,NZB,28,14.9,0.4,0.1,0.3,0.504,0.0,0.1,0.222,0.1,0.1,0.658,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2018,SF
Tevin Jackson,CRN,2,7.6,0.3,0.1,0.4,0.333,0.0,0.0,0.0,0.1,0.1,0.5,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.2,2018,SF
Stephen Weigh,CRN,18,18.0,0.3,0.1,0.3,0.394,0.0,0.1,0.29,0.0,0.0,0.733,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SF
Mika Vukona,NZB,30,20.8,0.3,0.1,0.3,0.535,0.0,0.0,0.0,0.0,0.1,0.42,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.2,2018,SF
Clinton Steindl,PER,23,11.8,0.2,0.1,0.3,0.253,0.1,0.2,0.258,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2018,SF
Adam Thoseby,SYD,18,5.0,0.2,0.1,0.3,0.261,0.0,0.1,0.154,0.1,0.1,0.857,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2018,SF
Nic Pozoglou,ILL,4,2.6,0.2,0.1,0.3,0.333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.1,2018,SF
Felix Von Hofe,MEL,4,3.7,0.1,0.1,0.5,0.143,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.1,2018,SF
Kuany Ngor Kuany,CRN,7,3.2,0.1,0.0,0.4,0.125,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.1,2018,SF
Casey Prather,PER,32,31.5,0.6,0.2,0.5,0.43,0.0,0.1,0.312,0.2,0.2,0.802,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2017,SF
Tony Mitchell,CRN,10,15.9,0.6,0.2,0.5,0.405,0.1,0.2,0.242,0.1,0.1,0.636,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2017,SF
Brad Newley,SYD,23,33.2,0.5,0.2,0.4,0.474,0.1,0.2,0.319,0.1,0.1,0.8,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2017,SF
Jaron Johnson,PER,14,25.5,0.5,0.2,0.4,0.426,0.1,0.2,0.382,0.1,0.1,0.711,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2017,SF
Torrey Craig,BRI,28,30.9,0.5,0.2,0.4,0.463,0.0,0.1,0.398,0.1,0.1,0.745,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2017,SF
Tai Wesley,MEL,28,18.5,0.5,0.2,0.4,0.415,0.0,0.1,0.297,0.1,0.1,0.694,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2017,SF
Fuquan Edwin,CRN,20,19.9,0.4,0.1,0.4,0.4,0.1,0.2,0.36,0.1,0.1,0.719,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2017,SF
Tim Coenraad,ILL,34,17.6,0.4,0.1,0.3,0.458,0.1,0.2,0.362,0.1,0.1,0.8,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2017,SF
Dexter Kernich-Drew,PER,28,6.0,0.4,0.1,0.3,0.396,0.1,0.2,0.375,0.1,0.1,0.769,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2017,SF
Anthony Drmic,ADE,30,14.0,0.4,0.1,0.3,0.443,0.1,0.2,0.365,0.1,0.1,0.567,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2017,SF
Bennie Lewis,MEL,3,4.9,0.4,0.1,0.4,0.333,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.2,2017,SF
Stephen Weigh,CRN,29,14.0,0.4,0.1,0.3,0.432,0.1,0.2,0.393,0.0,0.1,0.9,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2017,SF
Thomas Abercrombie,NZB,21,29.6,0.4,0.1,0.3,0.411,0.1,0.1,0.427,0.1,0.1,0.743,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2017,SF
Finn Delany,NZB,25,9.2,0.3,0.1,0.2,0.526,0.0,0.1,0.467,0.1,0.1,0.737,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.2,2017,SF
Mika Vukona,NZB,27,19.6,0.3,0.1,0.2,0.63,0.0,0.0,0.0,0.0,0.1,0.703,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.2,2017,SF
Todd Blanchfield,MEL,22,28.2,0.3,0.1,0.2,0.44,0.1,0.2,0.404,0.0,0.0,0.704,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2017,SF
Terrance Ferguson,ADE,30,15.2,0.3,0.1,0.3,0.381,0.0,0.1,0.313,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,2017,SF
Luke Jamieson,ILL,4,4.6,0.3,0.1,0.5,0.2,0.0,0.2,0.0,0.1,0.1,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2017,SF
Jordan Ngatai,NZB,4,4.1,0.2,0.1,0.1,0.5,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,2017,SF
Reuben Te Rangi,BRI,25,13.3,0.2,0.1,0.2,0.404,0.0,0.1,0.269,0.0,0.1,0.64,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SF
Lasan Kromah,MEL,3,7.9,0.1,0.0,0.3,0.143,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,SF
Jarred Bairstow,BRI,4,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2017,SF
Tevin Jackson,CRN,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SF
Tom Fullarton,BRI,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SF
Darcy Harding,SYD,2,1.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2017,SF
Jordan Ngatai,NZB,2,0.7,1.5,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,2016,SF
Kirk Penney,ILL,27,29.2,0.7,0.2,0.5,0.454,0.1,0.2,0.447,0.1,0.1,0.821,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SF
Casey Prather,PER,27,25.6,0.6,0.2,0.5,0.461,0.0,0.1,0.377,0.2,0.2,0.805,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2016,SF
Josh Childress,SYD,13,33.9,0.6,0.2,0.4,0.52,0.0,0.1,0.462,0.1,0.2,0.644,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2016,SF
Tai Wesley,NZB,26,21.9,0.5,0.2,0.5,0.457,0.0,0.1,0.304,0.1,0.1,0.71,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2016,SF
Clinton Steindl,TOW,28,25.1,0.5,0.2,0.4,0.425,0.1,0.2,0.392,0.1,0.1,0.939,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2016,SF
Torrey Craig,CRN,28,25.0,0.5,0.2,0.4,0.427,0.0,0.2,0.287,0.1,0.1,0.661,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1,2016,SF
Brian Conklin,TOW,13,30.6,0.4,0.2,0.4,0.362,0.0,0.0,0.2,0.1,0.2,0.731,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2016,SF
Mitchell Creek,ADE,26,22.4,0.4,0.1,0.3,0.544,0.0,0.0,0.556,0.1,0.2,0.708,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2016,SF
Thomas Abercrombie,NZB,31,32.8,0.4,0.2,0.3,0.447,0.1,0.1,0.38,0.1,0.1,0.585,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2016,SF
Stephen Weigh,CRN,20,20.2,0.4,0.1,0.3,0.415,0.0,0.1,0.298,0.1,0.1,0.897,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2016,SF
Tim Coenraad,ILL,30,23.2,0.4,0.1,0.3,0.385,0.1,0.2,0.37,0.1,0.1,0.773,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2016,SF
Everard Bartlett,NZB,32,12.8,0.4,0.1,0.3,0.389,0.1,0.2,0.404,0.0,0.0,0.867,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2016,SF
Todd Blanchfield,MEL,30,29.2,0.3,0.1,0.3,0.421,0.1,0.2,0.341,0.0,0.0,0.73,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2016,SF
Damion James,SYD,5,22.2,0.3,0.1,0.4,0.224,0.0,0.1,0.083,0.1,0.1,0.706,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.1,2016,SF
Brad Hill,MEL,26,8.1,0.3,0.1,0.3,0.377,0.1,0.1,0.379,0.0,0.1,0.538,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,2016,SF
Leon Henry,TOW,28,15.6,0.3,0.1,0.3,0.366,0.1,0.1,0.344,0.0,0.1,0.609,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2016,SF
Mika Vukona,NZB,29,23.1,0.3,0.1,0.2,0.465,0.0,0.0,0.0,0.0,0.1,0.589,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2016,SF
Reuben Te Rangi,NZB,33,13.5,0.2,0.1,0.2,0.294,0.0,0.2,0.217,0.0,0.0,0.389,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2016,SF
Duane Bailey,NZB,3,5.6,0.1,0.1,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.2,0.1,2016,SF
James Trustum,SYD,2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2016,SF
Finn Delany,NZB,4,2.6,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,2016,SF
Damon Heuir,CRN,2,1.0,1.6,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SF
Josh Childress,SYD,18,35.6,0.6,0.2,0.4,0.511,0.0,0.1,0.255,0.1,0.2,0.7,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1,2015,SF
Daequon Montreal,ADE,5,17.6,0.5,0.2,0.4,0.5,0.0,0.1,0.308,0.1,0.1,0.571,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2015,SF
Shawn Redhage,PER,28,23.5,0.5,0.2,0.4,0.427,0.0,0.1,0.368,0.1,0.2,0.81,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,SF
Torrey Craig,CRN,32,19.6,0.5,0.2,0.4,0.47,0.1,0.2,0.371,0.0,0.1,0.45,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2015,SF
Mitchell Creek,ADE,26,23.7,0.4,0.2,0.3,0.5,0.0,0.0,0.208,0.1,0.2,0.67,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,SF
Tai Wesley,NZB,32,18.9,0.4,0.2,0.3,0.505,0.0,0.0,0.154,0.1,0.1,0.643,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2015,SF
Duane Bailey,NZB,23,5.7,0.4,0.2,0.4,0.407,0.1,0.2,0.286,0.0,0.0,0.6,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2015,SF
Stephen Weigh,CRN,32,21.4,0.4,0.1,0.3,0.446,0.1,0.2,0.337,0.1,0.1,0.878,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2015,SF
Clinton Steindl,TOW,28,24.3,0.4,0.1,0.4,0.392,0.1,0.2,0.384,0.0,0.1,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2015,SF
Mark Worthington,MEL,27,32.6,0.4,0.1,0.3,0.48,0.0,0.1,0.32,0.1,0.1,0.797,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,2015,SF
Rhys Martin,ILL,22,26.7,0.4,0.1,0.3,0.461,0.1,0.1,0.361,0.1,0.1,0.795,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2015,SF
Brad Hill,ILL,28,13.8,0.4,0.2,0.4,0.389,0.0,0.1,0.333,0.0,0.1,0.412,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,SF
Mika Vukona,NZB,32,23.7,0.3,0.1,0.3,0.451,0.0,0.0,0.0,0.1,0.1,0.803,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2015,SF
Leon Henry,TOW,28,14.9,0.3,0.1,0.3,0.418,0.0,0.1,0.304,0.0,0.0,0.765,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2015,SF
B.J. Anthony,ADE,18,14.5,0.3,0.1,0.3,0.463,0.0,0.0,0.0,0.1,0.1,0.486,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1,2015,SF
Richie Edwards,ADE,3,5.5,0.3,0.1,0.4,0.25,0.1,0.2,0.25,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2015,SF
Jacob Holmes,TOW,28,15.0,0.2,0.1,0.2,0.344,0.0,0.0,0.143,0.0,0.0,0.818,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,2015,SF
Reuben Te Rangi,NZB,31,13.8,0.2,0.1,0.2,0.291,0.0,0.1,0.255,0.0,0.1,0.696,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2015,SF
David Gruber,ILL,1,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.2,2015,SF
Jordan Ngatai,NZB,3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,2015,SF
James Ennis,PER,33,32.2,0.7,0.2,0.5,0.466,0.1,0.2,0.355,0.2,0.2,0.77,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2014,SF
