Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Hugo Besson,NZB,25,27.4,0.5,0.2,0.5,0.386,0.1,0.2,0.308,0.1,0.1,0.795,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
William Hickey,MEL,7,1.8,0.5,0.1,0.5,0.286,0.1,0.2,0.333,0.1,0.1,1.0,0.1,0.1,0.2,0.1,0.0,0.0,0.2,0.1,2022,SG
Chris Goulding,MEL,28,28.6,0.5,0.2,0.4,0.388,0.1,0.3,0.349,0.1,0.1,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Tahjere McCall,CRN,22,31.3,0.5,0.2,0.4,0.412,0.0,0.1,0.258,0.1,0.2,0.652,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.1,2022,SG
Dejan Vasiljevic,SYD,31,25.0,0.5,0.2,0.4,0.412,0.1,0.2,0.356,0.1,0.1,0.841,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Antonius Cleveland,ILL,30,29.4,0.5,0.2,0.4,0.471,0.0,0.1,0.217,0.1,0.1,0.722,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.1,2022,SG
Ousmane Dieng,NZB,23,20.8,0.4,0.2,0.4,0.398,0.1,0.2,0.271,0.0,0.1,0.667,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2022,SG
Xavier Rathan-Mayes,ILL,30,23.8,0.4,0.2,0.4,0.427,0.0,0.1,0.217,0.0,0.1,0.635,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1,2022,SG
Sunday Dech,ADE,23,30.4,0.4,0.1,0.4,0.372,0.1,0.2,0.331,0.1,0.1,0.662,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Mitchell Norton,PER,18,23.8,0.4,0.1,0.3,0.5,0.0,0.1,0.35,0.1,0.1,0.732,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Mojave King,ADE,26,10.0,0.4,0.1,0.4,0.378,0.1,0.2,0.348,0.0,0.1,0.611,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Marshall Nelson,CRN,10,8.9,0.4,0.1,0.4,0.353,0.1,0.2,0.286,0.0,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Tom Digbeu,BRI,19,12.3,0.4,0.1,0.3,0.46,0.0,0.1,0.385,0.1,0.1,0.727,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Shea Ili,MEL,31,23.6,0.4,0.1,0.3,0.443,0.0,0.1,0.413,0.1,0.1,0.765,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1,2022,SG
Jason Cadee,BRI,28,29.8,0.3,0.1,0.3,0.414,0.1,0.2,0.374,0.1,0.1,0.836,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2022,SG
Anthony Drmic,BRI,26,21.6,0.3,0.1,0.3,0.416,0.0,0.2,0.303,0.0,0.1,0.486,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2022,SG
Nikita Mikhailovskii,JACK,2,3.2,0.3,0.2,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.3,2022,SG
Tanner Krebs,BRI,28,13.9,0.3,0.1,0.3,0.4,0.0,0.1,0.309,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2022,SG
Izayah Mauriohooho Le'Afa,SEM,26,28.6,0.3,0.1,0.3,0.355,0.1,0.2,0.34,0.0,0.0,0.862,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Cameron Gliddon,SEM,22,16.8,0.3,0.1,0.2,0.404,0.1,0.2,0.368,0.0,0.0,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Angus Glover,SYD,30,19.4,0.3,0.1,0.2,0.43,0.0,0.1,0.329,0.0,0.1,0.633,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2022,SG
Kevin White,PER,21,13.2,0.2,0.1,0.2,0.338,0.1,0.2,0.308,0.0,0.0,0.875,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Yudai Baba,MEL,10,18.1,0.2,0.1,0.2,0.311,0.0,0.1,0.16,0.0,0.0,0.875,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2022,SG
Rasmus Bach,NZB,18,14.5,0.2,0.1,0.2,0.395,0.1,0.1,0.371,0.0,0.0,0.833,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SG
Mirko Djeric,CRN,9,17.7,0.2,0.1,0.3,0.25,0.1,0.2,0.275,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2022,SG
Shaun Bruce,SYD,27,19.2,0.2,0.1,0.2,0.296,0.0,0.1,0.222,0.0,0.0,0.875,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Sean MacDonald,JACK,8,3.6,0.1,0.1,0.2,0.286,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Jack Purchase,PER,10,3.4,0.1,0.0,0.3,0.111,0.0,0.3,0.111,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SG
Mitch Clarke,PER,4,1.8,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,2022,SG
Bryce Cotton,PER,32,35.5,0.7,0.2,0.5,0.407,0.1,0.2,0.319,0.2,0.2,0.9,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0,2021,SG
Tyler Harvey,ILL,37,32.5,0.6,0.2,0.5,0.416,0.1,0.3,0.379,0.1,0.1,0.815,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2021,SG
Chris Goulding,MEL,36,27.2,0.6,0.2,0.5,0.405,0.1,0.3,0.386,0.1,0.1,0.9,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SG
Tai Webster,NZB,29,31.3,0.6,0.2,0.5,0.411,0.1,0.2,0.379,0.1,0.1,0.577,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1,2021,SG
Dejan Vasiljevic,SYD,21,27.7,0.6,0.2,0.4,0.465,0.1,0.2,0.415,0.1,0.1,0.848,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2021,SG
Levi Randolph,NZB,15,30.0,0.5,0.2,0.4,0.431,0.1,0.2,0.333,0.1,0.1,0.828,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2021,SG
Lamar Patterson,NZB,6,23.9,0.5,0.2,0.4,0.367,0.0,0.1,0.222,0.1,0.2,0.586,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2021,SG
Jack Purchase,ADE,9,4.0,0.4,0.1,0.2,0.625,0.1,0.2,0.714,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2021,SG
Tad Dufelmeier Jr.,CRN,21,15.7,0.4,0.1,0.4,0.371,0.0,0.1,0.295,0.1,0.1,0.692,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1,2021,SG
Yudai Baba,MEL,36,19.6,0.4,0.1,0.3,0.45,0.0,0.1,0.33,0.1,0.1,0.855,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2021,SG
Mojave King,CRN,30,16.6,0.4,0.1,0.4,0.387,0.1,0.2,0.33,0.0,0.1,0.69,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2021,SG
Mirko Djeric,CRN,34,23.6,0.4,0.1,0.3,0.378,0.1,0.2,0.347,0.0,0.1,0.844,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,2021,SG
Cameron Gliddon,SEM,35,28.5,0.4,0.1,0.3,0.43,0.1,0.2,0.388,0.0,0.0,0.878,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2021,SG
Brendan Teys,ADE,24,7.1,0.4,0.2,0.3,0.441,0.0,0.1,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,2021,SG
Jason Cadee,BRI,36,27.1,0.3,0.1,0.3,0.366,0.1,0.2,0.329,0.1,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SG
Tanner Krebs,BRI,24,15.2,0.3,0.1,0.3,0.413,0.0,0.1,0.275,0.0,0.0,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SG
Rasmus Bach,NZB,36,15.9,0.3,0.1,0.2,0.438,0.1,0.2,0.404,0.0,0.0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2021,SG
Fabijan Krslovic,CRN,32,17.6,0.3,0.1,0.3,0.42,0.0,0.1,0.232,0.0,0.0,0.684,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2021,SG
Daniel Grida,ILL,18,11.6,0.3,0.1,0.3,0.423,0.0,0.1,0.185,0.0,0.1,0.588,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,2021,SG
Sunday Dech,ADE,36,31.3,0.3,0.1,0.3,0.388,0.0,0.1,0.333,0.0,0.0,0.721,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SG
Angus Glover,SYD,2,12.7,0.3,0.1,0.2,0.6,0.0,0.1,0.333,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.1,2021,SG
Shaun Bruce,SYD,35,24.7,0.3,0.1,0.3,0.336,0.0,0.2,0.319,0.0,0.0,0.903,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2021,SG
Kendall Stephens,SEM,13,6.1,0.3,0.1,0.3,0.364,0.1,0.2,0.385,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2021,SG
Kevin White,PER,39,13.3,0.3,0.1,0.3,0.383,0.1,0.2,0.348,0.0,0.0,0.6,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SG
Samuel Short,MEL,18,4.5,0.2,0.1,0.2,0.412,0.0,0.1,0.5,0.0,0.0,0.667,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2021,SG
Alex Mudronja,ADE,17,5.3,0.2,0.1,0.2,0.25,0.0,0.1,0.273,0.0,0.1,0.8,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2021,SG
Dexter Kernich-Drew,SYD,8,6.7,0.1,0.0,0.1,0.286,0.0,0.1,0.167,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2021,SG
Jamaal Robateau,BRI,2,1.4,0.0,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.4,0.0,2021,SG
Glen Rice,NZB,3,25.3,1.0,0.3,0.7,0.436,0.1,0.3,0.273,0.3,0.4,0.75,0.1,0.2,0.3,0.2,0.1,0.0,0.1,0.1,2020,SG
Melo Trimble,MEL,31,30.1,0.7,0.2,0.5,0.443,0.1,0.2,0.346,0.2,0.2,0.803,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2020,SG
Aaron Brooks,ILL,7,28.0,0.6,0.2,0.5,0.46,0.1,0.2,0.35,0.1,0.1,0.76,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2020,SG
D.J. Newbill,CRN,30,33.4,0.6,0.2,0.4,0.508,0.1,0.2,0.417,0.1,0.1,0.85,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2020,SG
Kevin Lisch,SYD,13,19.9,0.4,0.1,0.3,0.447,0.1,0.2,0.421,0.1,0.1,0.955,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Deshon Taylor,SYD,22,14.9,0.4,0.1,0.3,0.396,0.1,0.2,0.382,0.1,0.1,0.857,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Didi Louzada,SYD,26,22.2,0.4,0.2,0.4,0.399,0.1,0.2,0.331,0.0,0.1,0.676,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2020,SG
Ben Madgen,SEM,28,28.0,0.4,0.2,0.4,0.416,0.1,0.2,0.329,0.1,0.1,0.877,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2020,SG
Sunday Dech,ILL,27,23.2,0.4,0.2,0.4,0.388,0.0,0.1,0.333,0.1,0.1,0.66,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2020,SG
Thomas Abercrombie,NZB,28,30.8,0.4,0.1,0.3,0.498,0.1,0.1,0.465,0.1,0.1,0.905,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SG
Devondrick Walker,SEM,8,18.9,0.4,0.1,0.4,0.355,0.1,0.3,0.263,0.0,0.0,0.833,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SG
Shaun Bruce,SYD,34,18.7,0.4,0.1,0.3,0.431,0.1,0.2,0.32,0.0,0.0,0.931,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2020,SG
Ramone Moore,ADE,20,21.0,0.4,0.1,0.4,0.397,0.0,0.1,0.304,0.1,0.1,0.923,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2020,SG
Lochlan Hutchison,SYD,18,1.2,0.4,0.1,0.5,0.273,0.0,0.2,0.2,0.0,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,2020,SG
Cameron Gliddon,BRI,27,20.1,0.4,0.1,0.3,0.465,0.1,0.2,0.425,0.0,0.0,0.917,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Samuel Short,MEL,8,2.3,0.3,0.1,0.3,0.333,0.1,0.1,1.0,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.2,2020,SG
Mirko Djeric,CRN,29,24.9,0.3,0.1,0.2,0.416,0.1,0.2,0.397,0.0,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Taylor Braun,BRI,28,23.3,0.3,0.1,0.3,0.417,0.0,0.2,0.303,0.0,0.0,0.767,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Mitchell McCarron,MEL,31,31.5,0.3,0.1,0.2,0.469,0.0,0.1,0.38,0.0,0.1,0.88,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,2020,SG
Brendan Teys,ADE,27,18.3,0.3,0.1,0.3,0.417,0.0,0.0,0.4,0.0,0.0,0.909,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Xavier Cooks,SYD,20,24.2,0.3,0.1,0.3,0.434,0.0,0.1,0.125,0.0,0.1,0.472,0.1,0.3,0.4,0.1,0.0,0.1,0.1,0.1,2020,SG
Darington Hobson,ILL,13,23.1,0.3,0.1,0.3,0.293,0.0,0.2,0.174,0.0,0.1,0.688,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.1,2020,SG
Kevin White,ADE,26,8.7,0.2,0.1,0.1,0.429,0.1,0.1,0.444,0.0,0.0,1.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SG
Damian Martin,PER,27,20.1,0.2,0.1,0.2,0.282,0.0,0.1,0.186,0.0,0.0,0.8,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2020,SG
Terry Li,NZB,3,1.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,2020,SG
Lamar Patterson,BRI,24,29.0,0.6,0.2,0.5,0.439,0.1,0.2,0.349,0.1,0.2,0.807,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2019,SG
Chris Goulding,MEL,31,27.9,0.5,0.2,0.5,0.392,0.1,0.3,0.355,0.1,0.1,0.849,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2019,SG
Tim Coenraad,ILL,27,16.9,0.5,0.2,0.4,0.467,0.1,0.2,0.392,0.1,0.1,0.688,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,2019,SG
Jordair Jett,ILL,28,23.7,0.5,0.2,0.4,0.446,0.0,0.1,0.294,0.1,0.1,0.6,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2019,SG
Corey Webster,NZB,27,22.3,0.5,0.2,0.5,0.377,0.1,0.2,0.352,0.0,0.1,0.788,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2019,SG
Kevin Lisch,SYD,29,32.1,0.5,0.2,0.3,0.441,0.1,0.2,0.388,0.1,0.1,0.769,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2019,SG
Stephen Holt,BRI,11,16.6,0.4,0.1,0.3,0.441,0.1,0.2,0.368,0.1,0.1,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2019,SG
Mitchell McCarron,MEL,34,30.7,0.4,0.1,0.3,0.485,0.0,0.1,0.384,0.1,0.1,0.86,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2019,SG
Armani Moore,NZB,24,19.8,0.4,0.1,0.3,0.424,0.0,0.1,0.35,0.0,0.1,0.629,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2019,SG
Tom Wilson,SYD,12,2.5,0.3,0.1,0.3,0.375,0.1,0.2,0.333,0.1,0.1,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2019,SG
Ramone Moore,ADE,19,25.9,0.3,0.1,0.3,0.434,0.0,0.1,0.306,0.0,0.1,0.65,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2019,SG
A.J. Davis,BRI,12,11.8,0.3,0.1,0.4,0.38,0.0,0.1,0.0,0.1,0.1,0.8,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,2019,SG
Devon Hall,CRN,28,28.9,0.3,0.1,0.3,0.363,0.1,0.2,0.339,0.0,0.1,0.75,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2019,SG
Dexter Kernich-Drew,CRN,18,11.1,0.3,0.1,0.3,0.29,0.1,0.2,0.351,0.0,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2019,SG
Shaun Bruce,ADE,7,8.5,0.3,0.1,0.3,0.316,0.1,0.2,0.231,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2019,SG
Damian Martin,PER,28,25.1,0.2,0.1,0.2,0.372,0.0,0.1,0.322,0.0,0.0,0.667,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.1,2019,SG
Greg Hire,PER,34,9.7,0.2,0.1,0.2,0.306,0.0,0.1,0.233,0.1,0.1,0.75,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.2,2019,SG
Kevin White,ILL,26,17.2,0.2,0.1,0.2,0.386,0.0,0.1,0.333,0.0,0.0,0.818,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2019,SG
Samuel Short,MEL,6,1.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,2019,SG
Lochlan Cummings,PER,1,1.5,1.2,0.6,1.2,0.5,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2018,SG
Kirk Penney,NZB,22,21.2,0.5,0.2,0.4,0.432,0.1,0.2,0.388,0.1,0.1,0.74,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2018,SG
Ramone Moore,ADE,32,22.8,0.5,0.2,0.3,0.543,0.0,0.0,0.406,0.1,0.1,0.72,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Travis Leslie,SYD,8,26.2,0.5,0.2,0.4,0.453,0.0,0.1,0.385,0.0,0.1,0.833,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2018,SG
Chris Goulding,MEL,33,32.0,0.5,0.1,0.4,0.411,0.1,0.2,0.403,0.1,0.1,0.84,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2018,SG
D.J. Newbill,NZB,30,30.6,0.5,0.2,0.4,0.435,0.1,0.1,0.351,0.1,0.1,0.681,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Shannon Shorter,ADE,34,27.7,0.5,0.2,0.4,0.456,0.0,0.1,0.355,0.1,0.1,0.755,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2018,SG
Dexter Kernich-Drew,PER,21,5.2,0.4,0.1,0.4,0.381,0.1,0.2,0.24,0.1,0.1,0.9,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Tom Fullarton,BRI,7,4.7,0.4,0.2,0.4,0.462,0.1,0.2,0.286,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,2018,SG
Mitchell McCarron,CRN,28,30.7,0.4,0.1,0.3,0.413,0.0,0.1,0.356,0.1,0.1,0.756,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2018,SG
Stephen Holt,BRI,28,27.5,0.4,0.1,0.3,0.429,0.0,0.1,0.365,0.1,0.1,0.806,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2018,SG
Mitchell Norton,ILL,19,21.0,0.4,0.1,0.3,0.403,0.0,0.1,0.348,0.1,0.1,0.681,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,2018,SG
Peter Hooley,MEL,32,8.4,0.3,0.1,0.3,0.368,0.0,0.2,0.293,0.1,0.1,0.864,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Indiana Faithfull,ILL,9,6.3,0.3,0.1,0.2,0.538,0.0,0.1,0.167,0.1,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.2,2018,SG
Rhys Martin,ILL,28,18.7,0.3,0.1,0.3,0.409,0.0,0.1,0.241,0.0,0.1,0.781,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2018,SG
Adam Gibson,BRI,24,26.4,0.3,0.1,0.2,0.471,0.0,0.1,0.342,0.0,0.0,0.944,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Shaun Bruce,BRI,27,11.9,0.3,0.1,0.3,0.361,0.0,0.1,0.194,0.0,0.1,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Greg Hire,PER,23,9.2,0.2,0.1,0.2,0.362,0.0,0.1,0.333,0.0,0.0,0.889,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2018,SG
Kevin White,ILL,26,13.1,0.2,0.1,0.2,0.304,0.0,0.2,0.264,0.0,0.0,0.647,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2018,SG
Damian Martin,PER,28,25.7,0.2,0.1,0.2,0.338,0.0,0.1,0.268,0.0,0.0,0.5,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.1,2018,SG
Sam Daly,SYD,9,5.3,0.1,0.0,0.1,0.333,0.0,0.1,0.25,0.0,0.0,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2018,SG
Matthew Kenyon,BRI,4,4.5,0.1,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,2018,SG
Christian Jurlina,SYD,1,2.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2018,SG
Samuel Short,MEL,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,2018,SG
Kirk Penney,NZB,28,30.6,0.6,0.2,0.4,0.418,0.1,0.2,0.413,0.1,0.1,0.795,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Chris Goulding,MEL,22,31.3,0.5,0.2,0.4,0.426,0.1,0.3,0.415,0.1,0.1,0.81,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Nathan Sobey,ADE,31,27.3,0.5,0.2,0.4,0.441,0.0,0.1,0.402,0.1,0.2,0.801,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2017,SG
Kevin Lisch,SYD,27,33.9,0.5,0.2,0.4,0.392,0.1,0.2,0.333,0.1,0.1,0.836,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2017,SG
Ramone Moore,MEL,20,21.6,0.5,0.2,0.4,0.458,0.0,0.1,0.353,0.1,0.1,0.667,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Marvelle Harris,ILL,32,22.4,0.5,0.2,0.4,0.382,0.0,0.1,0.231,0.1,0.2,0.773,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Mitchell Creek,ADE,21,24.4,0.5,0.2,0.3,0.567,0.0,0.0,0.458,0.1,0.1,0.695,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2017,SG
Andre Ingram,PER,2,21.0,0.4,0.1,0.4,0.353,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2017,SG
Cameron Gliddon,CRN,30,28.8,0.4,0.1,0.3,0.436,0.1,0.2,0.385,0.1,0.1,0.81,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Mitchell McCarron,CRN,29,20.5,0.4,0.1,0.3,0.416,0.0,0.1,0.397,0.1,0.1,0.851,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2017,SG
Adam Gibson,BRI,21,29.2,0.3,0.1,0.3,0.458,0.1,0.1,0.413,0.1,0.1,0.943,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Garrett Jackson,SYD,6,12.0,0.3,0.1,0.3,0.421,0.0,0.0,0.0,0.1,0.2,0.636,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2017,SG
Kevin White,ILL,34,15.1,0.3,0.1,0.2,0.452,0.1,0.1,0.373,0.0,0.1,0.704,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2017,SG
Shaun Bruce,BRI,28,20.0,0.3,0.1,0.3,0.381,0.0,0.1,0.273,0.1,0.1,0.868,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Steve Blake,SYD,9,21.3,0.3,0.1,0.3,0.309,0.1,0.2,0.289,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2017,SG
Rhys Martin,ILL,34,17.3,0.3,0.1,0.3,0.35,0.0,0.1,0.274,0.1,0.1,0.827,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2017,SG
Mason Bragg,PER,12,6.4,0.3,0.1,0.3,0.391,0.0,0.1,0.167,0.0,0.1,0.5,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2017,SG
Dion Prewster,SYD,17,3.4,0.3,0.1,0.3,0.353,0.1,0.2,0.273,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,2017,SG
Greg Hire,PER,32,13.4,0.3,0.1,0.2,0.442,0.0,0.1,0.372,0.1,0.1,0.639,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2017,SG
