Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Shaun Bruce,SYD,34,634.8,236,85,197,0.431,40,125,0.32,26,28,0.931,4,40,44,101,14,1,33,57,2020,SG
Mirko Djeric,CRN,29,720.7,212,67,162,0.416,50,127,0.397,27,30,0.9,12,75,88,57,20,2,19,44,2020,SG
Taylor Braun,BRI,28,653.0,192,70,167,0.417,30,99,0.303,23,30,0.767,12,60,72,65,18,4,12,61,2020,SG
Cameron Gliddon,BRI,27,543.1,190,66,141,0.465,48,112,0.425,11,12,0.917,6,52,58,40,15,4,22,32,2020,SG
Ramone Moore,ADE,20,420.4,151,60,152,0.397,7,22,0.304,23,25,0.923,18,37,55,50,11,2,37,42,2020,SG
Deshon Taylor,SYD,22,327.4,142,41,103,0.396,25,66,0.382,35,41,0.857,3,21,24,19,5,3,15,30,2020,SG
Brendan Teys,ADE,27,492.8,134,53,127,0.417,10,24,0.4,19,21,0.909,23,21,44,37,12,1,12,48,2020,SG
Xavier Cooks,SYD,20,484.5,130,55,126,0.434,4,31,0.125,17,35,0.472,50,126,176,36,9,24,26,36,2020,SG
Aaron Brooks,ILL,7,195.7,123,45,98,0.46,14,39,0.35,19,25,0.76,4,17,21,29,6,2,17,22,2020,SG
Kevin Lisch,SYD,13,258.2,112,34,75,0.447,24,57,0.421,21,22,0.955,2,19,21,19,9,0,11,22,2020,SG
Damian Martin,PER,27,541.4,96,37,131,0.282,14,74,0.186,8,11,0.8,35,57,92,79,37,3,27,54,2020,SG
Darington Hobson,ILL,13,300.1,79,30,102,0.293,8,47,0.174,11,17,0.688,13,43,57,53,15,2,31,28,2020,SG
Glen Rice,NZB,3,75.9,73,23,54,0.436,6,21,0.273,20,27,0.75,6,15,20,12,4,0,4,10,2020,SG
Devondrick Walker,SEM,8,151.2,60,22,63,0.355,10,38,0.263,5,6,0.833,1,18,19,7,6,0,6,15,2020,SG
Kevin White,ADE,26,225.6,43,14,34,0.429,12,26,0.444,3,3,1.0,12,19,32,28,5,2,8,31,2020,SG
Lochlan Hutchison,SYD,18,22.2,8,3,11,0.273,1,5,0.2,1,2,0.5,0,1,1,2,1,0,3,4,2020,SG
Samuel Short,MEL,8,18.5,6,2,6,0.333,1,1,1.0,1,2,0.5,1,1,2,2,3,0,1,4,2020,SG
Terry Li,NZB,3,3.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,2020,SG
Chris Goulding,MEL,31,863.6,453,158,404,0.392,90,253,0.355,46,54,0.849,19,56,76,79,21,3,46,88,2019,SG
Lamar Patterson,BRI,24,695.6,432,150,342,0.439,39,111,0.349,93,116,0.807,28,124,152,91,32,3,64,76,2019,SG
Kevin Lisch,SYD,29,929.8,421,141,321,0.441,66,170,0.388,72,94,0.769,12,61,73,93,41,2,30,55,2019,SG
Mitchell McCarron,MEL,34,1043.5,402,144,297,0.485,39,101,0.384,75,88,0.86,41,135,175,96,39,9,45,65,2019,SG
Jordair Jett,ILL,28,664.0,324,124,277,0.446,24,82,0.294,52,87,0.6,13,67,79,74,43,9,48,56,2019,SG
Corey Webster,NZB,27,601.1,280,102,271,0.377,50,141,0.352,26,33,0.788,7,46,53,66,18,6,34,63,2019,SG
Devon Hall,CRN,28,809.3,258,91,251,0.363,43,127,0.339,33,44,0.75,29,95,124,69,21,8,36,55,2019,SG
Tim Coenraad,ILL,27,455.2,231,81,174,0.467,37,94,0.392,32,46,0.688,26,78,104,23,12,7,21,54,2019,SG
Armani Moore,NZB,24,475.5,168,63,149,0.424,21,59,0.35,22,34,0.629,16,87,102,40,20,13,26,53,2019,SG
Ramone Moore,ADE,19,491.9,164,65,149,0.434,10,34,0.306,24,37,0.65,20,44,64,77,17,6,40,49,2019,SG
Damian Martin,PER,28,703.6,157,61,163,0.372,29,91,0.322,6,9,0.667,36,69,105,115,48,3,27,63,2019,SG
Kevin White,ILL,26,446.8,93,31,81,0.386,21,64,0.333,9,11,0.818,8,40,48,41,13,1,10,44,2019,SG
Stephen Holt,BRI,11,182.7,79,26,59,0.441,14,38,0.368,12,16,0.75,3,12,15,14,8,0,7,18,2019,SG
Greg Hire,PER,34,328.7,69,20,64,0.306,7,31,0.233,22,29,0.75,40,61,101,29,11,1,11,50,2019,SG
Dexter Kernich-Drew,CRN,18,199.5,58,18,61,0.29,13,36,0.351,10,12,0.833,5,23,28,11,7,3,7,29,2019,SG
A.J. Davis,BRI,12,141.9,46,19,50,0.38,0,11,0.0,8,10,0.8,7,15,22,3,3,4,9,23,2019,SG
Shaun Bruce,ADE,7,59.2,17,6,19,0.316,3,13,0.231,2,2,1.0,1,3,4,5,3,0,2,8,2019,SG
Tom Wilson,SYD,12,30.3,10,3,8,0.375,2,6,0.333,2,2,1.0,1,2,3,2,0,0,1,0,2019,SG
Samuel Short,MEL,6,7.4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,2019,SG
Chris Goulding,MEL,33,1056.3,489,154,375,0.411,102,252,0.403,79,94,0.84,13,69,82,83,20,6,50,96,2018,SG
Shannon Shorter,ADE,34,943.2,426,159,349,0.456,31,86,0.355,77,102,0.755,35,130,165,125,38,9,82,76,2018,SG
D.J. Newbill,NZB,30,916.5,422,156,359,0.435,47,133,0.351,63,92,0.681,44,87,131,96,41,3,64,79,2018,SG
Ramone Moore,ADE,32,729.8,344,135,248,0.543,12,30,0.406,62,86,0.72,27,70,97,76,21,8,46,59,2018,SG
Mitchell McCarron,CRN,28,859.6,333,113,274,0.413,34,95,0.356,72,95,0.756,73,126,199,88,36,11,37,55,2018,SG
Stephen Holt,BRI,28,769.3,278,92,214,0.429,35,97,0.365,59,73,0.806,26,63,89,35,16,0,31,50,2018,SG
Kirk Penney,NZB,22,465.5,228,75,173,0.432,41,106,0.388,38,51,0.74,13,47,60,23,11,2,15,43,2018,SG
Adam Gibson,BRI,24,634.5,176,67,142,0.471,25,74,0.342,17,18,0.944,17,61,78,84,18,2,38,62,2018,SG
Rhys Martin,ILL,28,523.3,158,61,149,0.409,13,52,0.241,24,31,0.781,12,42,53,71,37,5,33,42,2018,SG
Mitchell Norton,ILL,19,399.6,144,49,121,0.403,16,45,0.348,31,46,0.681,6,19,25,44,15,3,18,45,2018,SG
Damian Martin,PER,28,720.8,132,53,156,0.338,23,85,0.268,4,8,0.5,37,72,109,96,42,4,27,59,2018,SG
Travis Leslie,SYD,8,209.9,98,39,86,0.453,10,26,0.385,10,12,0.833,20,19,39,18,10,5,14,33,2018,SG
Peter Hooley,MEL,32,269.5,86,28,76,0.368,12,41,0.293,19,22,0.864,6,24,30,29,6,1,18,17,2018,SG
Shaun Bruce,BRI,27,322.1,81,30,84,0.361,6,31,0.194,14,20,0.7,7,26,33,35,8,2,24,39,2018,SG
Kevin White,ILL,26,341.0,71,23,77,0.304,14,51,0.264,11,16,0.647,5,22,27,28,8,1,11,37,2018,SG
Greg Hire,PER,23,211.8,51,18,49,0.362,7,22,0.333,8,9,0.889,18,31,49,15,3,0,7,31,2018,SG
Dexter Kernich-Drew,PER,21,109.4,48,16,43,0.381,6,25,0.24,9,10,0.9,5,7,12,7,0,1,8,13,2018,SG
Indiana Faithfull,ILL,9,57.0,18,7,12,0.538,1,6,0.167,4,4,1.0,0,5,5,7,4,0,5,12,2018,SG
Tom Fullarton,BRI,7,33.2,14,6,13,0.462,2,7,0.286,0,0,0.0,2,2,4,1,0,0,4,1,2018,SG
Sam Daly,SYD,9,47.8,6,2,6,0.333,1,4,0.25,1,2,0.5,1,4,5,3,1,0,7,5,2018,SG
Lochlan Cummings,PER,1,1.5,2,1,2,0.5,0,1,0.0,0,1,0.0,0,0,0,0,1,0,0,0,2018,SG
Matthew Kenyon,BRI,4,17.8,2,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,2,2018,SG
Christian Jurlina,SYD,1,2.1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2018,SG
Samuel Short,MEL,5,4.8,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,2018,SG
Kirk Penney,NZB,28,858.0,475,149,355,0.418,87,210,0.413,92,115,0.795,23,70,93,67,17,3,67,57,2017,SG
Kevin Lisch,SYD,27,916.2,455,147,375,0.392,62,187,0.333,99,118,0.836,20,77,97,101,52,5,39,69,2017,SG
Nathan Sobey,ADE,31,846.6,453,148,336,0.441,39,96,0.402,118,147,0.801,26,122,148,121,30,9,51,56,2017,SG
Chris Goulding,MEL,22,688.0,375,125,293,0.426,74,177,0.415,51,63,0.81,8,42,50,57,21,3,45,52,2017,SG
Marvelle Harris,ILL,32,718.3,334,115,302,0.382,14,63,0.231,89,115,0.773,22,60,82,54,35,3,61,88,2017,SG
Cameron Gliddon,CRN,30,862.5,330,110,251,0.436,62,161,0.385,49,60,0.81,19,75,94,95,37,7,45,65,2017,SG
Mitchell Creek,ADE,21,512.9,236,86,153,0.567,10,22,0.458,53,76,0.695,39,67,106,36,20,4,34,32,2017,SG
Mitchell McCarron,CRN,29,593.1,215,66,159,0.416,24,60,0.397,59,69,0.851,36,77,113,40,14,3,23,65,2017,SG
Adam Gibson,BRI,21,613.6,213,72,158,0.458,34,83,0.413,34,36,0.943,11,44,56,82,22,4,34,62,2017,SG
Ramone Moore,MEL,20,432.0,204,83,180,0.458,12,34,0.353,26,39,0.667,19,39,58,40,14,4,28,39,2017,SG
Shaun Bruce,BRI,28,560.3,168,54,143,0.381,12,45,0.273,47,54,0.868,14,35,49,66,12,2,51,69,2017,SG
Rhys Martin,ILL,34,586.6,167,53,152,0.35,19,70,0.274,42,50,0.827,19,50,70,79,41,5,55,58,2017,SG
Kevin White,ILL,34,512.4,155,55,122,0.452,27,72,0.373,18,26,0.704,11,36,46,54,26,1,16,55,2017,SG
Greg Hire,PER,32,429.3,110,35,79,0.442,16,44,0.372,24,37,0.639,31,62,93,31,9,2,19,60,2017,SG
Damian Martin,PER,22,634.6,110,43,110,0.387,20,55,0.358,5,12,0.417,17,93,110,75,39,4,29,59,2017,SG
Steve Blake,SYD,9,191.9,55,18,57,0.309,14,47,0.289,6,6,1.0,3,19,22,21,3,1,11,15,2017,SG
Owen Odigie,MEL,20,232.8,45,15,44,0.341,8,30,0.267,7,18,0.389,5,33,38,5,13,3,12,16,2017,SG
Matthew Kenyon,BRI,17,179.6,34,10,36,0.286,3,16,0.188,10,15,0.667,4,9,13,7,4,0,10,23,2017,SG
Garrett Jackson,SYD,6,72.0,23,8,19,0.421,0,1,0.0,7,11,0.636,10,11,21,4,2,1,7,10,2017,SG
Mason Bragg,PER,12,76.3,21,9,24,0.391,1,6,0.167,2,4,0.5,5,6,11,11,3,0,6,13,2017,SG
Andre Ingram,PER,2,41.9,18,6,18,0.353,5,10,0.5,0,0,0.0,1,3,4,3,2,0,3,7,2017,SG
Dion Prewster,SYD,17,57.6,16,6,17,0.353,3,11,0.273,1,2,0.5,1,2,3,1,2,1,5,12,2017,SG
William McDowell-White,SYD,7,72.9,16,5,12,0.417,4,9,0.444,1,2,0.5,2,2,4,8,4,0,6,7,2017,SG
Michael Bryson,SYD,4,56.1,7,3,17,0.176,1,8,0.125,0,0,0.0,2,2,4,3,2,2,1,11,2017,SG
Jackson Hussey,PER,2,7.2,0,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,3,1,2017,SG
Ethan Rusbatch,NZB,3,3.6,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2017,SG
Tony Tolovae,SYD,1,0.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2017,SG
Chris Goulding,MEL,28,935.5,533,179,433,0.414,90,251,0.359,85,104,0.814,11,96,107,80,16,2,67,60,2016,SG
Jermaine Beal,PER,33,1062.5,525,161,442,0.363,76,214,0.357,127,153,0.833,18,63,81,121,19,1,65,62,2016,SG
Jordair Jett,TOW,28,769.7,440,176,392,0.449,20,74,0.278,67,104,0.647,19,78,97,94,31,7,76,65,2016,SG
Cedric Jackson,NZB,33,1058.8,418,147,373,0.393,46,153,0.303,78,151,0.516,30,165,194,204,42,8,97,95,2016,SG
Cameron Gliddon,CRN,28,940.6,396,132,287,0.46,66,170,0.389,66,75,0.875,23,102,125,68,25,6,35,57,2016,SG
Marcus Thornton,SYD,28,816.4,344,116,309,0.377,38,134,0.281,73,85,0.864,11,57,67,53,15,1,47,44,2016,SG
Ebi Ere,ADE,28,626.4,292,103,259,0.398,46,133,0.348,40,58,0.683,19,42,62,29,17,2,36,54,2016,SG
Adam Gibson,ADE,27,751.1,236,81,184,0.44,26,69,0.375,48,54,0.893,20,70,91,107,18,3,40,63,2016,SG
Shaun Bruce,CRN,28,601.0,174,61,176,0.345,18,70,0.254,35,47,0.733,20,40,60,57,9,0,34,63,2016,SG
Rhys Martin,ILL,18,502.9,162,60,144,0.418,16,54,0.291,26,31,0.839,10,49,59,74,12,4,31,46,2016,SG
Corey Maynard,TOW,25,450.9,156,57,128,0.448,18,51,0.36,23,28,0.852,14,57,71,42,11,0,32,56,2016,SG
Rhys Carter,SYD,28,489.0,150,51,140,0.366,31,99,0.311,17,21,0.818,9,53,62,40,21,2,30,43,2016,SG
Greg Hire,PER,34,434.2,114,37,88,0.414,18,49,0.375,22,31,0.733,43,68,111,31,10,1,25,62,2016,SG
Nathan Sobey,ADE,27,269.5,104,34,91,0.368,7,22,0.304,31,41,0.744,10,34,43,23,10,4,24,41,2016,SG
Kevin White,ILL,31,491.1,97,34,85,0.407,16,51,0.308,13,19,0.684,25,45,70,43,8,1,14,71,2016,SG
Dion Prewster,SYD,28,479.5,95,38,92,0.406,11,39,0.268,10,12,0.833,20,49,69,16,7,9,12,63,2016,SG
Igor Hadziomerovic,MEL,23,272.3,73,23,61,0.383,8,29,0.286,18,29,0.643,6,28,34,16,9,3,10,32,2016,SG
Garrett Jackson,MEL,6,62.1,32,13,27,0.5,1,4,0.25,4,5,0.8,5,8,13,1,1,2,1,12,2016,SG
Tyson Demos,ILL,6,83.0,21,8,21,0.381,4,15,0.267,1,3,0.333,0,7,7,7,4,0,6,13,2016,SG
Steven Markovic,SYD,7,105.7,21,9,21,0.429,3,12,0.25,0,0,0.0,0,8,8,12,2,0,6,14,2016,SG
Kyle Adnam,MEL,8,59.0,18,7,30,0.241,2,11,0.182,2,3,0.667,1,2,3,4,2,0,4,3,2016,SG
Indiana Faithfull,SYD,7,96.0,18,6,16,0.375,2,5,0.4,4,5,0.8,4,12,16,6,7,2,0,22,2016,SG
Owen Odigie,MEL,7,55.2,18,5,9,0.556,2,4,0.5,5,6,0.833,3,6,9,2,0,1,3,12,2016,SG
Rhys Vague,PER,6,30.9,9,3,8,0.375,2,5,0.4,1,6,0.167,0,4,4,2,1,0,2,3,2016,SG
Luke Jamieson,ILL,6,21.1,8,3,7,0.375,1,2,0.5,2,4,0.5,5,0,5,1,2,0,1,4,2016,SG
Tony Tolovae,ILL,7,28.0,7,3,10,0.3,0,1,0.0,1,2,0.5,0,2,2,4,1,0,2,4,2016,SG
Ben Dixon,PER,2,12.1,3,1,2,0.5,1,1,1.0,0,0,0.0,1,0,1,1,0,0,1,1,2016,SG
Tom Howard,TOW,1,2.2,2,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2016,SG
Benjamin Knight,SYD,4,21.0,2,1,4,0.25,0,0,0.0,0,0,0.0,2,4,6,1,0,1,0,2,2016,SG
Christopher Kann,TOW,1,1.0,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2016,SG
Sam Johns,ADE,1,4.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2016,SG
Jack White,CRN,2,5.5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2016,SG
Ashley Constable,CRN,1,1.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2016,SG
Brian Conklin,TOW,28,839.6,527,188,371,0.507,1,3,0.333,150,199,0.755,68,112,180,51,12,12,60,84,2015,SG
Jordan McRae,MEL,27,807.5,525,179,406,0.441,50,141,0.354,117,147,0.793,22,105,126,71,25,23,63,62,2015,SG
Jermaine Beal,PER,30,1024.7,508,164,441,0.373,71,213,0.335,108,134,0.8,14,63,78,80,20,4,51,55,2015,SG
Cedric Jackson,NZB,32,1056.5,470,169,448,0.378,44,157,0.281,88,148,0.593,44,139,183,190,70,7,104,85,2015,SG
Ben Madgen,SYD,26,842.8,405,142,343,0.413,45,118,0.381,77,89,0.865,13,80,93,53,22,6,51,53,2015,SG
Cameron Gliddon,CRN,32,996.6,353,116,301,0.386,60,180,0.333,61,78,0.784,30,122,152,85,39,9,49,55,2015,SG
Adam Gibson,ADE,30,968.3,306,112,289,0.386,29,116,0.25,54,67,0.817,14,109,123,152,45,4,67,78,2015,SG
Rhys Carter,NZB,32,586.3,209,73,204,0.357,45,137,0.331,18,23,0.783,10,65,75,59,20,3,35,51,2015,SG
Daryl Corletto,MEL,28,446.4,175,63,155,0.405,41,106,0.389,9,10,0.9,2,20,22,23,8,2,6,20,2015,SG
Larry Davidson,ILL,23,503.7,153,58,131,0.444,6,30,0.207,30,45,0.674,49,103,152,17,4,13,24,64,2015,SG
Shaun Bruce,CRN,31,434.3,121,43,115,0.376,17,46,0.364,18,24,0.739,20,30,50,57,12,0,21,54,2015,SG
Peter Crawford,ADE,29,349.3,106,38,106,0.363,22,66,0.329,7,10,0.727,11,30,41,22,11,5,20,38,2015,SG
Drake U'u,PER,29,319.8,101,36,92,0.393,14,47,0.311,14,24,0.609,16,31,47,16,9,1,14,41,2015,SG
Daniel Joyce,SYD,28,308.7,63,21,48,0.438,10,29,0.345,11,24,0.458,6,18,24,8,10,5,7,30,2015,SG
Earnest Ross,PER,18,161.7,62,20,62,0.322,6,22,0.286,16,23,0.682,13,31,44,14,1,0,19,23,2015,SG
Kevin White,SYD,22,279.1,57,20,56,0.357,14,40,0.35,3,4,0.75,4,22,26,10,5,0,9,24,2015,SG
Greg Hire,PER,11,147.3,39,10,23,0.435,4,9,0.444,15,18,0.833,13,18,31,13,4,0,2,13,2015,SG
Owen Odigie,MEL,21,184.1,39,8,31,0.25,6,20,0.3,18,25,0.72,9,21,29,12,7,2,10,21,2015,SG
Tyson Demos,ILL,21,159.2,29,10,44,0.233,3,22,0.136,6,16,0.375,5,10,15,9,7,0,13,27,2015,SG
Mathiang Mauot Muo,PER,15,83.5,29,12,29,0.393,6,19,0.333,0,0,0.0,6,3,9,0,1,0,5,12,2015,SG
Corey Maynard,CRN,16,102.4,22,6,26,0.24,5,16,0.333,4,6,0.667,10,12,23,12,5,1,8,9,2015,SG
Nathan Sobey,CRN,10,52.9,16,7,15,0.429,3,4,0.75,0,0,0.0,2,16,19,1,0,0,5,5,2015,SG
Kyle Adnam,ILL,6,19.5,8,2,6,0.333,0,2,0.0,4,5,0.8,0,1,1,2,1,0,0,1,2015,SG
Brad Anderson,NZB,2,3.1,6,2,2,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,2015,SG
Tom Howard,TOW,2,5.6,5,2,6,0.333,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,0,2015,SG
Luke Jamieson,ILL,3,4.4,3,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,1,1,2015,SG
Madol Chol,SYD,6,15.6,2,1,4,0.25,0,2,0.0,0,0,0.0,0,4,4,1,0,2,1,2,2015,SG
Greg Page,MEL,8,25.4,2,1,7,0.143,0,4,0.0,0,2,0.0,2,0,2,0,1,0,1,2,2015,SG
Dominique Cooks,ILL,8,13.7,2,0,2,0.0,0,1,0.0,2,2,1.0,0,3,3,0,0,0,3,0,2015,SG
Louis Timms,PER,2,1.5,2,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,2015,SG
Sam Johns,ADE,2,5.6,1,0,2,0.0,0,1,0.0,1,2,0.5,1,2,3,0,0,0,1,1,2015,SG
James Trustum,SYD,2,1.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2015,SG
Chris Goulding,MEL,30,1073.7,695,232,528,0.438,98,262,0.372,134,167,0.805,20,77,98,86,13,7,85,73,2014,SG
Jermaine Beal,PER,33,1047.3,527,173,412,0.42,104,240,0.432,77,93,0.824,12,70,82,114,17,0,67,62,2014,SG
Ben Madgen,SYD,28,869.7,422,149,338,0.44,47,119,0.392,78,98,0.798,12,80,92,67,21,4,48,55,2014,SG
Kevin Tiggs,ILL,26,543.7,397,150,286,0.526,17,56,0.302,80,108,0.738,31,60,91,47,28,2,60,60,2014,SG
Adam Gibson,ADE,31,993.4,355,141,295,0.478,43,113,0.383,30,42,0.711,23,99,121,140,24,9,55,87,2014,SG
Josh Pace,TOW,23,638.4,339,138,278,0.498,1,10,0.1,61,76,0.805,51,63,115,39,11,9,39,62,2014,SG
Demetri McCamey,CRN,28,760.7,333,119,280,0.427,58,162,0.358,36,48,0.745,18,77,95,83,18,7,50,66,2014,SG
Cameron Gliddon,CRN,25,761.3,311,110,218,0.502,39,106,0.369,52,65,0.81,17,63,80,75,27,7,50,55,2014,SG
Mitchell Creek,ADE,33,531.2,238,83,166,0.497,12,36,0.342,60,84,0.719,36,84,119,31,15,11,28,60,2014,SG
Corey Webster,NZB,28,562.4,232,93,222,0.421,26,76,0.346,17,25,0.654,13,39,52,60,22,3,45,53,2014,SG
Mustapha Farrakhan,MEL,22,458.4,228,83,205,0.405,24,75,0.32,38,56,0.679,8,35,43,49,4,3,35,42,2014,SG
Daryl Corletto,NZB,27,497.9,203,65,167,0.39,39,96,0.404,26,28,0.931,8,15,22,25,4,1,9,48,2014,SG
Larry Davidson,ILL,26,613.9,186,65,145,0.453,13,45,0.279,38,49,0.783,51,109,159,24,8,8,26,57,2014,SG
Peter Crawford,TOW,24,392.7,165,59,162,0.362,30,95,0.316,18,20,0.9,13,42,55,15,15,4,25,50,2014,SG
James Harvey,SYD,21,407.0,159,57,138,0.41,26,82,0.313,20,25,0.8,6,34,40,30,3,2,28,47,2014,SG
Tyson Demos,ILL,28,546.3,158,53,146,0.362,17,61,0.276,35,52,0.673,19,51,70,40,13,2,25,61,2014,SG
Greg Hire,PER,33,531.6,137,44,127,0.347,12,58,0.211,37,47,0.783,62,100,161,45,8,4,18,57,2014,SG
Rhys Carter,ADE,14,217.3,85,28,79,0.361,22,61,0.359,7,8,0.875,7,21,27,22,10,3,10,24,2014,SG
Drake U'u,PER,32,211.5,75,25,64,0.381,13,39,0.342,12,18,0.667,13,17,31,18,3,0,13,33,2014,SG
Scott Kenny,TOW,15,116.4,53,18,43,0.409,11,32,0.333,7,11,0.636,1,8,9,1,1,0,3,14,2014,SG
Kevin White,SYD,28,431.2,48,19,53,0.358,7,34,0.206,3,3,1.0,8,34,42,32,6,2,12,51,2014,SG
Ayinde Ubaka,MEL,7,152.2,39,15,46,0.318,6,20,0.316,3,4,0.75,1,9,10,13,0,1,4,6,2014,SG
Shaun Bruce,CRN,21,142.5,29,10,35,0.294,1,16,0.063,5,9,0.556,5,15,20,12,0,2,10,24,2014,SG
Shaun Gleeson,SYD,3,11.2,9,3,4,0.75,3,4,0.75,0,0,0.0,0,0,0,1,0,0,0,1,2014,SG
Alonzo Burton,NZB,7,7.7,5,1,5,0.2,1,4,0.25,2,2,1.0,0,3,3,0,1,1,3,0,2014,SG
Greg Page,MEL,7,35.9,4,1,8,0.125,0,5,0.0,2,4,0.5,0,5,5,3,1,0,0,4,2014,SG
Dominique Cooks,ILL,3,18.5,4,1,6,0.2,0,1,0.0,2,2,1.0,1,1,2,0,0,0,1,0,2014,SG
Daniel Sims,ADE,5,15.3,2,1,7,0.143,0,3,0.0,0,2,0.0,0,2,2,2,0,0,3,1,2014,SG
Brooke Ruscoe,CRN,2,0.9,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2014,SG
Luuk Wittiveen,NZB,1,1.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2014,SG
Jarrad Prue,PER,3,11.9,0,0,1,0.0,0,0,0.0,0,0,0.0,5,4,10,2,1,0,0,1,2014,SG
Ben Madgen,SYD,31,1037.2,568,208,470,0.442,41,132,0.306,113,131,0.857,20,86,106,74,24,6,59,66,2013,SG
Chris Goulding,MEL,26,855.9,391,138,345,0.399,48,144,0.331,68,83,0.819,14,67,81,54,24,5,60,59,2013,SG
Adam Gibson,ADE,28,901.8,319,122,299,0.409,40,117,0.345,34,44,0.778,15,86,101,134,20,3,57,84,2013,SG
Daryl Corletto,NZB,33,707.3,310,110,251,0.436,56,134,0.416,37,40,0.927,15,22,37,30,9,2,16,61,2013,SG
Aaron Bruce,SYD,30,886.0,270,97,275,0.353,26,90,0.286,51,63,0.797,21,57,78,97,19,9,56,70,2013,SG
Cameron Gliddon,CRN,28,874.9,203,71,199,0.359,39,135,0.288,21,25,0.84,21,94,115,81,41,16,39,50,2013,SG
Michael Cedar,TOW,28,572.0,199,73,214,0.343,33,120,0.273,20,25,0.8,12,59,70,44,11,7,28,43,2013,SG
Damian Martin,PER,29,787.2,188,74,196,0.378,14,64,0.219,26,39,0.667,63,78,141,92,54,17,41,55,2013,SG
Aaron Grabau,CRN,23,488.6,173,56,113,0.5,37,70,0.529,24,30,0.793,27,46,73,16,8,3,25,52,2013,SG
Greg Hire,PER,32,668.9,159,54,163,0.331,27,91,0.297,26,32,0.813,72,112,184,54,22,6,32,72,2013,SG
Mitchell Norton,TOW,28,413.7,115,35,86,0.402,10,33,0.303,36,56,0.643,3,24,27,26,8,1,25,49,2013,SG
Rhys Carter,PER,16,298.8,99,35,113,0.312,21,83,0.25,8,14,0.571,21,25,45,37,24,3,21,29,2013,SG
Dillon Boucher,NZB,33,614.4,91,38,79,0.481,0,1,0.0,15,24,0.6,41,65,106,82,31,12,45,95,2013,SG
Tyson Demos,ILL,23,404.1,90,27,93,0.292,18,57,0.309,18,26,0.68,5,33,39,29,7,1,21,47,2013,SG
Nate Tomlinson,MEL,28,469.5,72,20,69,0.29,8,38,0.211,24,34,0.706,6,33,39,76,11,0,41,51,2013,SG
Kevin White,SYD,31,489.6,65,23,76,0.299,7,41,0.171,13,21,0.619,15,62,77,33,15,2,11,61,2013,SG
C.J. Massingale,ADE,10,95.0,40,12,28,0.414,4,17,0.235,13,14,0.929,2,7,9,2,4,2,5,11,2013,SG
Scott Christopherson,ADE,14,208.1,40,13,47,0.277,7,26,0.269,7,8,0.875,1,27,28,6,1,0,15,13,2013,SG
Shaun Bruce,CRN,17,102.0,19,5,15,0.333,3,5,0.6,6,12,0.5,1,8,9,10,3,1,8,12,2013,SG
Daniel Joyce,SYD,9,85.6,8,3,7,0.429,2,6,0.333,0,1,0.0,2,10,12,3,2,2,1,13,2013,SG
Callum Jenkins,SYD,3,5.7,3,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,1,0,2013,SG
James Mitchell,CRN,1,0.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2013,SG
Kyle Armour,PER,2,6.9,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,1,2,2013,SG
Peter Crawford,TOW,31,890.4,452,152,345,0.441,81,202,0.4,87,105,0.83,16,83,99,48,34,12,84,82,2012,SG
Andrew Warren,CRN,28,901.3,384,135,343,0.394,69,199,0.344,50,66,0.75,14,79,92,38,19,5,53,69,2012,SG
Ben Madgen,SYD,28,790.2,356,133,329,0.405,28,93,0.305,62,87,0.708,18,70,88,49,18,2,51,46,2012,SG
