Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Yuat Alok,NZB,2,2.8,2,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,1,2015,PF
Atem Atem,ADE,1,0.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2015,PF
Rhys Vague,PER,1,0.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2015,PF
Shawn Redhage,PER,33,917.5,461,178,374,0.477,40,102,0.394,64,81,0.785,59,92,152,89,18,12,78,105,2014,PF
Mark Worthington,MEL,31,1058.8,441,162,385,0.42,26,104,0.255,92,114,0.804,53,157,209,64,20,20,56,101,2014,PF
Thomas Abercrombie,NZB,28,828.1,425,144,297,0.485,43,102,0.419,88,114,0.769,32,75,107,32,20,27,33,87,2014,PF
Jesse Wagstaff,PER,33,724.0,354,120,259,0.464,48,113,0.427,66,79,0.831,47,79,126,33,19,8,27,77,2014,PF
Alex Loughton,CRN,28,747.1,348,133,282,0.471,35,99,0.351,50,59,0.845,43,99,142,52,22,10,38,93,2014,PF
Anthony Petrie,ADE,34,901.1,347,134,286,0.47,14,43,0.326,64,85,0.756,73,138,211,40,17,28,46,90,2014,PF
Tim Coenraad,ILL,30,777.3,276,100,233,0.43,42,104,0.404,32,39,0.811,21,109,130,63,16,6,57,70,2014,PF
Tom Garlepp,SYD,28,740.0,244,90,195,0.462,1,4,0.25,62,81,0.768,61,88,150,42,14,25,32,70,2014,PF
Adam Ballinger,MEL,31,467.9,211,85,168,0.509,25,57,0.446,15,20,0.75,27,48,75,8,0,7,13,61,2014,PF
Jacob Holmes,TOW,28,713.5,210,81,202,0.402,7,20,0.35,41,43,0.953,49,116,164,51,10,3,29,44,2014,PF
Matt Burston,CRN,28,586.9,195,75,141,0.529,0,1,0.0,46,82,0.563,60,104,164,27,19,15,28,86,2014,PF
Russell Hinder,TOW,26,539.3,169,56,136,0.413,26,62,0.413,31,37,0.838,42,83,125,35,9,11,26,81,2014,PF
Mitchell Young,CRN,28,465.6,126,50,123,0.408,0,2,0.0,26,41,0.625,39,49,88,20,7,12,27,72,2014,PF
Cody Ellis,SYD,16,300.5,79,27,74,0.373,13,44,0.289,12,13,0.923,12,37,49,7,4,5,10,38,2014,PF
Casey Frank,NZB,13,203.7,73,29,53,0.545,3,10,0.3,12,24,0.48,16,18,35,20,3,7,10,48,2014,PF
Auryn MacMillan,MEL,24,176.4,34,15,39,0.385,0,0,0.0,4,8,0.5,20,24,44,2,5,5,7,39,2014,PF
Darnell Lazare,NZB,4,74.2,17,5,21,0.25,0,0,0.0,6,7,0.857,2,17,19,2,1,4,6,8,2014,PF
Jack Salt,NZB,2,3.8,2,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2014,PF
Jeremiah Trueman,PER,2,2.1,2,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,2,2014,PF
Jeremiah Trueman,NZB,4,22.2,2,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,6,2014,PF
Louis Timms,PER,5,10.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,2014,PF
Michael Vigor,PER,3,3.9,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2014,PF
Shawn Redhage,PER,32,770.7,464,163,369,0.441,41,105,0.39,100,123,0.813,49,94,143,86,28,18,69,86,2013,PF
Thomas Abercrombie,NZB,33,942.1,366,131,320,0.41,35,104,0.34,68,90,0.761,38,110,148,35,17,22,46,65,2013,PF
Darnell Lazare,SYD,31,793.4,343,138,308,0.449,0,3,0.0,66,91,0.728,81,144,225,19,25,20,48,85,2013,PF
Jesse Wagstaff,PER,31,590.2,317,101,237,0.426,39,114,0.342,79,99,0.798,37,79,116,38,21,12,33,76,2013,PF
Anthony Petrie,ADE,28,676.9,315,126,273,0.462,16,49,0.32,47,71,0.667,65,97,162,32,18,12,52,78,2013,PF
Seth Scott,MEL,27,734.6,312,124,240,0.515,17,43,0.395,48,69,0.696,47,121,167,25,9,19,46,82,2013,PF
Alex Loughton,CRN,28,717.9,301,109,259,0.421,34,83,0.407,49,72,0.676,49,97,146,49,15,13,46,85,2013,PF
Shane Edwards,CRN,28,642.7,270,102,250,0.408,15,65,0.234,51,82,0.625,43,111,154,20,22,17,49,80,2013,PF
Will Hudson,NZB,26,450.2,205,82,157,0.522,0,1,0.0,41,62,0.656,65,55,120,17,12,13,24,53,2013,PF
Lucas Walker,MEL,26,464.9,194,71,142,0.5,11,38,0.289,41,49,0.837,41,92,133,25,13,13,44,70,2013,PF
Tom Garlepp,SYD,31,552.9,189,71,161,0.442,1,11,0.091,45,92,0.495,49,77,127,18,19,19,34,60,2013,PF
Tim Coenraad,ILL,17,420.7,156,54,132,0.413,24,46,0.523,23,30,0.759,18,57,74,26,7,3,28,32,2013,PF
Matt Burston,MEL,28,456.8,126,51,106,0.481,0,1,0.0,24,47,0.511,53,83,136,11,18,15,24,66,2013,PF
Jacob Holmes,TOW,21,620.5,126,47,148,0.315,11,39,0.282,22,24,0.917,42,123,164,35,12,3,30,34,2013,PF
Jeremiah Trueman,PER,32,379.0,111,49,76,0.645,0,2,0.0,13,19,0.684,32,27,59,13,8,9,13,46,2013,PF
Larry Abney,TOW,9,145.0,39,16,38,0.421,0,0,0.0,8,12,0.667,9,22,31,4,7,3,11,14,2013,PF
Pero Vasiljevic,ADE,13,50.8,10,5,16,0.313,0,0,0.0,0,4,0.0,1,10,11,3,1,5,4,9,2013,PF
Michael Vigor,PER,7,21.5,1,0,2,0.0,0,0,0.0,1,4,0.25,3,5,8,0,1,1,0,5,2013,PF
Alex Beagley,ILL,2,0.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2013,PF
Matthew Andronicos,CRN,3,3.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,2013,PF
Shawn Redhage,PER,34,812.0,456,171,374,0.456,38,102,0.371,77,111,0.687,61,83,144,84,23,10,80,95,2012,PF
Mark Worthington,GCB,31,887.8,437,144,348,0.413,36,109,0.333,116,151,0.773,51,140,191,51,27,23,54,89,2012,PF
Jesse Wagstaff,PER,34,645.9,376,126,282,0.447,45,115,0.387,81,96,0.848,39,80,119,44,18,9,53,93,2012,PF
Jerai Grant,SYD,28,792.3,326,133,240,0.555,1,1,1.0,59,96,0.612,91,132,223,31,21,39,51,69,2012,PF
Oscar Forman,ILL,28,689.6,315,114,239,0.476,67,132,0.512,20,27,0.731,18,102,120,29,7,24,19,70,2012,PF
Anthony Petrie,GCB,31,695.7,312,124,269,0.462,11,37,0.289,53,84,0.628,56,118,174,31,10,17,53,75,2012,PF
Matthew Knight,PER,29,571.5,303,127,250,0.506,2,6,0.333,43,55,0.772,65,87,152,36,13,16,27,45,2012,PF
Will Hudson,GCB,31,665.6,288,118,216,0.548,0,2,0.0,51,92,0.553,100,78,178,15,15,17,49,72,2012,PF
Alex Loughton,CRN,23,621.2,282,112,259,0.433,19,68,0.277,45,53,0.843,30,91,121,38,27,9,39,70,2012,PF
Lucas Walker,MEL,28,412.1,163,57,120,0.475,5,23,0.217,45,70,0.638,47,82,129,21,18,9,49,80,2012,PF
Jeffrey Dowdell,CRN,27,418.7,113,43,117,0.372,11,39,0.289,17,22,0.762,16,45,61,21,1,3,24,38,2012,PF
Tom Garlepp,GCB,31,328.3,110,32,71,0.452,1,8,0.125,44,60,0.738,24,47,71,13,7,12,25,43,2012,PF
Matt Burston,MEL,19,281.6,108,36,83,0.439,0,2,0.0,35,55,0.648,26,39,66,6,10,7,20,46,2012,PF
Adam Ballinger,ADE,8,145.3,41,18,53,0.333,3,15,0.188,3,4,0.75,11,20,31,7,3,5,5,18,2012,PF
Tim Lang,MEL,15,75.9,19,9,26,0.36,0,0,0.0,0,0,0.0,4,4,8,1,1,2,3,16,2012,PF
Jeremiah Trueman,PER,9,50.0,7,3,14,0.214,0,2,0.0,1,2,0.5,4,2,6,3,1,0,5,17,2012,PF
Michael Vigor,PER,3,5.6,2,1,2,0.5,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,2012,PF
Isaac Fotu,NZB,1,0.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2012,PF
Alan Williams,SEM,28,705.7,465,165,305,0.543,1,8,0.125,133,170,0.787,96,181,277,51,27,14,57,94,2023,C
Dererk Pardon,NZB,36,1006.4,437,160,252,0.635,0,0,0.0,118,168,0.699,110,189,299,30,27,39,47,87,2023,C
Samson Froling,ILL,28,785.1,394,169,341,0.497,7,24,0.292,48,93,0.516,88,136,224,66,17,12,45,62,2023,C
Rashard Kelly,JACK,31,704.5,389,150,357,0.42,22,82,0.266,68,89,0.756,70,130,200,47,30,18,50,70,2023,C
TaShawn Thomas,PER,28,740.9,370,155,267,0.579,1,13,0.077,59,80,0.738,60,111,171,89,23,20,43,83,2023,C
Sam Waardenburg,CRN,30,803.2,331,117,223,0.526,26,77,0.342,70,101,0.699,30,135,165,33,22,23,50,62,2023,C
Timothy Soares,SYD,36,753.9,330,121,232,0.521,32,81,0.398,56,75,0.753,49,124,172,19,24,34,48,110,2023,C
Daniel Johnson,ADE,27,596.5,297,96,211,0.453,27,82,0.325,79,93,0.851,36,104,140,56,7,4,42,53,2023,C
Aron Baynes,BRI,23,540.1,256,100,224,0.449,20,54,0.364,35,55,0.643,47,125,172,24,5,10,41,68,2023,C
Isaac Humphries,MEL,23,444.9,220,96,168,0.571,3,11,0.273,25,35,0.714,39,85,124,23,14,40,32,62,2023,C
Jordan Hunter,SYD,36,455.1,201,73,135,0.54,8,26,0.296,47,60,0.774,36,77,113,19,7,18,26,74,2023,C
Mangok Mathiang,ILL,25,464.7,193,79,142,0.556,1,10,0.1,34,51,0.667,44,83,127,17,13,24,40,53,2023,C
Kai Sotto,ADE,27,347.0,182,72,141,0.51,4,18,0.222,34,47,0.708,37,84,121,12,3,21,20,51,2023,C
Robert Loe,NZB,31,377.8,179,68,126,0.541,17,38,0.432,26,47,0.556,45,76,120,13,9,8,18,61,2023,C
Marcus Lee,MEL,16,372.9,147,63,91,0.692,0,1,0.0,20,33,0.606,44,78,123,22,11,23,12,55,2023,C
Will Magnay,JACK,22,375.3,133,48,84,0.573,2,10,0.2,35,57,0.607,20,73,93,19,10,23,25,44,2023,C
Harry Froling,BRI,24,339.4,129,44,95,0.464,10,38,0.256,31,51,0.615,31,63,95,26,6,3,30,45,2023,C
Gorjok Gak,BRI,24,350.9,111,45,87,0.523,0,2,0.0,21,35,0.583,37,62,99,27,13,13,29,62,2023,C
Clinton Steindl,JACK,19,272.3,90,34,86,0.393,15,48,0.319,7,7,1.0,8,25,33,11,9,1,8,27,2023,C
Tyrell Harrison,BRI,15,193.8,72,29,34,0.829,0,0,0.0,15,19,0.789,21,45,66,6,3,10,15,34,2023,C
Zhou Qi,SEM,9,121.7,57,21,32,0.656,0,1,0.0,14,26,0.538,17,23,40,2,2,2,5,16,2023,C
Majok Majok,PER,23,175.1,56,21,40,0.525,0,1,0.0,13,20,0.65,23,27,51,7,1,4,9,15,2023,C
Sam Timmins,NZB,11,35.4,15,6,6,1.0,0,0,0.0,3,9,0.333,4,5,9,2,3,2,0,11,2023,C
Oliver Hayes-Brown,PER,5,15.9,8,2,5,0.4,0,1,0.0,4,4,1.0,3,4,7,0,1,1,1,1,2023,C
Callum Dalton,MEL,5,13.9,7,1,4,0.25,1,4,0.25,4,4,1.0,1,0,1,0,0,0,0,2,2023,C
Malith Machar,MEL,6,12.1,6,3,5,0.6,0,2,0.0,0,2,0.0,2,1,3,1,1,0,1,0,2023,C
Anzac Rissetto,SEM,5,12.1,6,1,2,0.5,0,0,0.0,4,8,0.5,2,0,2,0,1,0,0,3,2023,C
Deng Acuoth,ADE,13,38.4,4,0,3,0.0,0,0,0.0,4,6,0.667,2,7,9,0,0,2,1,4,2023,C
Tristan Forsyth,JACK,5,8.6,2,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2023,C
Cameron Thew,ADE,4,4.2,0,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,1,1,0,0,0,2023,C
Josh Tomasi,JACK,1,2.1,0,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,0,2023,C
Jack Andrew,PER,1,1.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2023,C
Jarell Martin,SYD,31,857.7,483,180,344,0.523,49,128,0.385,74,93,0.789,57,198,255,29,23,17,56,80,2022,C
Jo Acuil,MEL,30,770.5,479,196,367,0.536,18,47,0.375,69,105,0.657,65,190,255,42,15,60,63,53,2022,C
Duop Reath,ILL,30,827.5,465,182,371,0.491,46,105,0.438,55,69,0.797,84,129,213,29,20,46,36,63,2022,C
Daniel Johnson,ADE,28,873.8,460,156,354,0.44,44,132,0.331,105,128,0.817,58,140,198,59,7,17,57,60,2022,C
Yanni Wetzell,NZB,22,716.9,400,156,263,0.594,0,2,0.0,87,121,0.72,68,122,190,30,36,25,30,63,2022,C
Zhou Qi,SEM,24,506.9,278,112,175,0.636,0,5,0.0,55,91,0.604,60,99,158,13,11,45,28,63,2022,C
Ariel Hukporti,MEL,30,444.4,196,77,146,0.527,0,1,0.0,42,63,0.662,35,107,142,18,15,40,40,75,2022,C
Stephen Zimmerman,CRN,16,429.0,183,79,151,0.527,1,8,0.125,23,55,0.418,60,94,155,27,15,9,33,39,2022,C
Kai Sotto,ADE,23,349.9,178,63,124,0.508,5,13,0.385,47,68,0.687,25,79,105,13,7,17,30,63,2022,C
Makur Maker,SYD,21,332.1,160,46,103,0.452,15,45,0.333,52,67,0.779,25,84,109,14,6,6,26,42,2022,C
Majok Majok,PER,28,464.6,149,56,100,0.56,2,4,0.5,34,52,0.654,63,84,148,24,5,8,17,41,2022,C
Matt Hodgson,PER,18,267.7,126,55,84,0.655,0,0,0.0,15,35,0.429,31,51,82,5,8,14,19,38,2022,C
Harry Froling,ILL,29,314.2,126,40,89,0.449,25,60,0.417,21,26,0.808,17,54,71,24,5,7,23,46,2022,C
Nathan Jawai,CRN,19,213.9,110,30,60,0.508,0,1,0.0,49,61,0.806,16,34,50,16,5,7,29,36,2022,C
Tyrell Harrison,BRI,17,332.9,104,41,82,0.506,0,0,0.0,21,28,0.75,34,64,98,8,5,16,25,41,2022,C
Robert Loe,NZB,21,254.2,90,35,70,0.493,8,29,0.286,12,21,0.571,14,38,52,8,3,6,12,29,2022,C
Will Magnay,JACK,11,260.9,82,31,60,0.517,3,8,0.375,17,34,0.5,13,47,60,10,5,23,11,23,2022,C
Liu Chuanxing,BRI,23,137.1,66,25,42,0.581,0,1,0.0,17,24,0.708,20,17,36,4,4,1,13,25,2022,C
Jack Salt,BRI,21,226.3,60,27,49,0.551,0,0,0.0,7,13,0.538,28,28,55,8,7,2,13,37,2022,C
Sam Timmins,NZB,15,125.7,50,21,41,0.525,0,1,0.0,7,10,0.7,15,21,37,3,5,5,6,19,2022,C
Isaac Humphries,ADE,6,103.9,47,22,45,0.5,2,5,0.4,0,2,0.0,8,21,29,2,1,4,14,10,2022,C
Jock Perry,JACK,17,91.8,34,12,38,0.324,7,20,0.368,2,2,1.0,9,12,22,11,1,0,6,12,2022,C
A.J. Ogilvy,ILL,11,48.0,17,5,8,0.625,1,2,0.5,6,6,1.0,3,10,13,1,2,0,1,9,2022,C
Callum Dalton,MEL,6,17.1,8,2,6,0.333,0,0,0.0,4,6,0.667,0,3,3,0,1,1,3,5,2022,C
Oliver Hayes-Brown,PER,8,27.9,8,3,5,0.6,0,0,0.0,2,2,1.0,5,6,11,1,0,1,1,2,2022,C
Lachlan Olbrich,ADE,3,1.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2022,C
Jordan Hunter,SYD,2,12.4,0,0,5,0.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,4,3,2022,C
Tristan Forsyth,SEM,4,6.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2022,C
John Mooney,PER,42,1373.4,733,299,558,0.536,30,66,0.453,104,142,0.732,141,347,488,122,52,30,68,89,2021,C
Daniel Johnson,ADE,36,1206.6,704,233,496,0.47,52,135,0.388,186,216,0.86,72,183,255,83,10,7,71,74,2021,C
Jock Landale,MEL,41,1129.8,665,255,468,0.544,57,147,0.389,98,137,0.712,78,237,315,93,23,54,77,94,2021,C
Yanni Wetzell,SEM,39,1027.8,436,175,314,0.556,1,1,1.0,86,138,0.623,99,136,235,63,26,26,43,86,2021,C
Cameron Oliver,CRN,24,769.1,422,164,330,0.497,39,120,0.322,55,79,0.692,60,184,244,29,23,33,40,66,2021,C
Jo Acuil,MEL,41,696.5,384,156,277,0.564,5,27,0.185,67,87,0.773,67,150,217,32,16,47,63,76,2021,C
Colton Iverson,NZB,36,954.4,323,114,193,0.589,0,1,0.0,95,141,0.676,114,200,314,31,26,27,44,111,2021,C
Jordan Hunter,SYD,36,753.4,321,125,216,0.575,0,1,0.0,72,99,0.73,70,151,221,22,19,38,41,101,2021,C
Matt Hodgson,BRI,32,695.7,312,138,226,0.609,0,0,0.0,37,73,0.507,96,121,217,36,13,37,45,91,2021,C
Nathan Jawai,CRN,36,548.3,304,123,225,0.548,0,0,0.0,58,77,0.75,51,86,137,31,19,16,38,66,2021,C
Harry Froling,BRI,36,629.3,279,99,230,0.429,24,68,0.357,57,77,0.738,57,114,171,49,19,5,51,78,2021,C
Isaac Humphries,ADE,19,448.1,249,106,183,0.581,5,9,0.556,31,56,0.561,37,93,131,21,12,49,39,55,2021,C
Luke Travers,PER,40,494.5,203,83,154,0.537,10,35,0.294,28,37,0.75,45,87,132,37,18,17,35,35,2021,C
A.J. Ogilvy,ILL,39,693.8,193,78,157,0.497,2,5,0.4,35,51,0.686,81,106,187,61,40,37,32,97,2021,C
Tyrell Harrison,BRI,36,617.0,182,76,140,0.545,0,1,0.0,29,38,0.769,66,137,202,25,6,33,40,70,2021,C
Daniel Kickert,SYD,26,356.1,155,57,126,0.449,20,60,0.333,22,23,0.957,27,34,61,17,3,4,13,29,2021,C
Robert Loe,NZB,17,263.7,107,40,81,0.5,7,20,0.35,19,27,0.704,28,35,64,8,5,6,15,44,2021,C
Will Magnay,PER,15,277.9,72,29,67,0.431,4,9,0.444,10,24,0.435,20,47,67,27,4,8,27,38,2021,C
Tom Jervis,PER,36,174.4,49,21,47,0.444,0,1,0.0,7,14,0.5,20,26,45,22,5,6,17,50,2021,C
Mike Karena,SEM,15,54.1,18,8,18,0.444,0,0,0.0,2,2,1.0,5,6,11,0,0,0,6,15,2021,C
Jordan Hunt,CRN,5,26.6,14,6,10,0.6,1,2,0.5,1,1,1.0,4,1,5,0,2,0,2,6,2021,C
Maxwell Darling,ILL,14,66.6,10,4,16,0.25,0,8,0.0,2,6,0.333,6,7,13,3,0,1,1,14,2021,C
Tristan Forsyth,SEM,4,10.6,2,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2021,C
Callum Dalton,BRI,3,5.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2021,C
Shawn Long,MEL,31,819.8,570,223,414,0.538,21,63,0.328,103,149,0.693,115,176,291,32,28,34,55,81,2020,C
Cameron Oliver,CRN,31,932.9,543,214,397,0.539,54,146,0.366,62,88,0.701,70,233,303,37,18,50,73,86,2020,C
Daniel Johnson,ADE,28,798.3,486,171,348,0.492,32,73,0.434,112,137,0.818,74,147,221,59,10,9,48,61,2020,C
Matt Hodgson,BRI,28,514.6,287,128,191,0.667,0,0,0.0,32,72,0.444,74,104,177,22,14,23,41,99,2020,C
Daniel Kickert,SYD,34,553.0,262,87,166,0.524,50,102,0.49,38,44,0.867,21,78,99,25,7,12,24,46,2020,C
Andrew Bogut,SYD,31,666.8,258,113,188,0.604,0,1,0.0,31,54,0.582,53,213,266,79,15,32,55,63,2020,C
Nathan Jawai,CRN,31,459.5,250,99,171,0.58,0,2,0.0,53,77,0.684,34,68,102,27,2,6,49,78,2020,C
Dane Pineau,SEM,28,736.3,225,98,148,0.66,0,2,0.0,29,41,0.707,99,140,239,25,27,31,23,84,2020,C
A.J. Ogilvy,ILL,26,520.0,224,83,190,0.436,7,21,0.333,51,79,0.641,62,96,158,48,27,20,40,68,2020,C
Will Magnay,BRI,27,589.6,217,75,153,0.487,6,32,0.188,62,92,0.674,54,109,162,29,12,55,38,64,2020,C
Harry Froling,ADE,28,391.2,199,68,142,0.48,22,54,0.411,40,61,0.656,45,47,92,19,6,4,24,63,2020,C
Josh Boone,ILL,24,438.0,198,92,181,0.506,0,2,0.0,15,42,0.357,49,88,137,20,11,14,20,40,2020,C
Robert Loe,NZB,20,416.7,198,77,136,0.568,22,55,0.396,22,30,0.724,35,47,82,35,11,14,21,58,2020,C
Jo Acuil,MEL,31,434.0,178,72,154,0.471,14,36,0.389,20,26,0.769,38,73,111,22,5,32,43,75,2020,C
Miles Plumlee,PER,13,259.4,116,50,77,0.653,0,0,0.0,15,34,0.455,18,69,87,15,10,10,25,39,2020,C
Samson Froling,ILL,17,214.6,103,41,90,0.461,4,15,0.267,16,22,0.727,20,36,56,8,3,1,9,33,2020,C
Majok Majok,PER,34,321.4,99,41,60,0.684,0,0,0.0,18,32,0.548,52,59,111,10,1,11,19,40,2020,C
Keith Benson,SEM,16,177.5,90,33,67,0.5,0,0,0.0,24,32,0.727,30,30,61,5,5,13,13,28,2020,C
Alex Pledger,MEL,17,118.3,54,22,36,0.611,0,0,0.0,10,11,0.909,20,16,36,3,0,3,5,25,2020,C
Jordan Hunter,SYD,27,72.9,20,8,12,0.667,0,0,0.0,5,13,0.385,7,19,26,2,1,2,5,18,2020,C
Ater Majok,NZB,10,71.2,17,6,12,0.5,0,1,0.0,5,6,0.833,5,9,14,5,0,6,8,16,2020,C
Tyrell Harrison,BRI,6,18.4,8,3,6,0.5,0,0,0.0,2,2,1.0,4,5,9,0,0,1,3,4,2020,C
Banjo Talbot,SYD,2,2.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2020,C
Tai Wynyard,CRN,1,1.6,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2020,C
Shawn Long,NZB,28,764.6,506,193,344,0.56,21,51,0.404,100,142,0.701,95,151,246,39,20,42,41,84,2019,C
Daniel Johnson,ADE,28,785.5,448,144,301,0.48,21,58,0.361,139,170,0.817,61,116,177,60,11,15,41,70,2019,C
Josh Boone,MEL,34,810.5,363,164,292,0.563,0,0,0.0,35,74,0.466,108,181,289,51,25,46,34,92,2019,C
Andrew Bogut,SYD,30,892.5,354,158,278,0.569,0,2,0.0,38,64,0.597,98,257,355,104,17,84,61,96,2019,C
Matt Hodgson,BRI,29,593.6,282,121,192,0.632,0,1,0.0,39,70,0.565,62,114,176,27,14,31,40,85,2019,C
Nathan Jawai,CRN,27,576.5,274,110,189,0.582,0,0,0.0,54,72,0.75,41,98,139,50,10,10,65,77,2019,C
Angus Brandt,PER,31,603.9,259,104,186,0.562,0,0,0.0,50,84,0.593,59,115,174,42,13,6,46,71,2019,C
A.J. Ogilvy,ILL,27,575.0,253,87,188,0.464,6,18,0.316,73,107,0.682,55,118,174,47,21,31,43,79,2019,C
David Andersen,ILL,28,497.5,229,93,209,0.444,17,54,0.321,26,37,0.711,28,71,99,21,11,15,23,68,2019,C
Alex Pledger,MEL,33,439.8,214,76,144,0.532,0,1,0.0,61,84,0.732,63,84,147,7,6,28,18,70,2019,C
Robert Loe,CRN,28,526.5,214,80,177,0.452,22,71,0.31,32,46,0.696,54,84,138,34,13,21,27,84,2019,C
Harry Froling,ADE,28,411.9,210,69,138,0.5,20,45,0.438,53,70,0.757,40,80,120,25,7,2,22,61,2019,C
Tom Jervis,PER,33,369.5,130,51,110,0.462,0,0,0.0,28,42,0.675,37,66,104,34,8,16,38,89,2019,C
Will Magnay,BRI,10,42.7,13,4,9,0.444,0,1,0.0,5,10,0.5,3,5,8,2,0,3,4,9,2019,C
Tyrell Harrison,BRI,6,11.7,6,3,4,0.75,0,0,0.0,0,1,0.0,2,2,4,1,0,0,2,4,2019,C
Nnanna Egwu,BRI,3,37.0,0,0,4,0.0,0,0,0.0,0,0,0.0,2,5,7,0,1,2,4,10,2019,C
Daniel Johnson,ADE,35,1029.0,528,162,360,0.45,30,84,0.356,175,210,0.832,72,153,225,77,16,17,65,85,2018,C
Josh Boone,MEL,35,843.4,454,201,329,0.611,0,1,0.0,52,104,0.495,127,188,315,27,14,27,37,86,2018,C
Nick Kay,ILL,28,717.3,317,121,236,0.512,13,45,0.277,63,77,0.813,54,92,146,68,38,12,31,43,2018,C
Angus Brandt,PER,30,549.3,304,127,230,0.552,0,2,0.0,50,68,0.742,60,85,145,42,7,7,36,88,2018,C
Tom Jervis,BRI,24,488.1,248,101,177,0.571,0,0,0.0,46,53,0.865,42,70,112,18,14,19,34,73,2018,C
Majok Deng,ADE,35,458.5,238,74,161,0.462,24,56,0.433,65,79,0.824,27,56,83,16,16,10,29,60,2018,C
Robert Loe,NZB,30,552.5,221,87,183,0.478,26,76,0.347,20,37,0.556,51,81,132,35,21,18,28,88,2018,C
A.J. Ogilvy,ILL,22,431.5,200,74,144,0.513,4,12,0.333,48,76,0.633,38,78,116,40,16,29,39,66,2018,C
Isaac Humphries,SYD,26,429.9,182,75,128,0.583,0,1,0.0,32,50,0.653,32,65,97,20,18,25,28,69,2018,C
Alex Pledger,NZB,28,432.6,182,77,135,0.568,0,0,0.0,29,42,0.683,55,90,145,14,5,29,16,55,2018,C
Nnanna Egwu,CRN,28,669.7,158,66,129,0.508,3,13,0.25,23,29,0.815,74,64,138,67,19,19,43,91,2018,C
Jeremy Tyler,SYD,11,237.0,149,60,107,0.562,0,1,0.0,29,44,0.651,22,43,65,14,8,11,17,38,2018,C
Matt Hodgson,ADE,35,434.1,148,63,101,0.624,0,0,0.0,21,50,0.426,46,56,102,11,4,16,30,68,2018,C
David Andersen,MEL,26,326.6,131,55,120,0.459,9,23,0.391,12,25,0.48,13,58,71,24,3,7,19,43,2018,C
Amritpal Singh,SYD,24,140.1,50,21,32,0.656,0,0,0.0,8,16,0.5,12,21,33,1,4,5,9,43,2018,C
Nathan Jawai,CRN,7,97.5,40,16,29,0.556,0,0,0.0,8,15,0.571,4,16,20,10,3,0,8,11,2018,C
Chris Patton,CRN,13,79.0,23,8,21,0.4,0,1,0.0,6,12,0.545,5,12,17,5,1,1,6,22,2018,C
Will Magnay,BRI,6,38.1,13,5,15,0.333,0,1,0.0,3,3,1.0,6,3,9,2,0,0,1,4,2018,C
James Hunter,NZB,2,8.4,5,2,3,0.667,0,0,0.0,1,2,0.5,1,0,1,1,0,0,1,1,2018,C
Tyrell Harrison,BRI,5,6.3,2,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,1,2018,C
Chris Patton,MEL,2,6.5,2,0,2,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,2,2018,C
Deng Acuoth,SYD,2,2.5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2018,C
Darcy Malone,SYD,3,5.1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2018,C
Daniel Kickert,BRI,28,718.5,368,140,257,0.544,29,63,0.459,60,63,0.951,36,78,114,63,7,16,64,56,2017,C
